tss_id	start	stop	strand	name	source	condition	HT	classic	prediction	orientation	type	alt_id
CTSS2650	427635	427635	+	NA	Palsson	stationary_phase,glutamine_nitrogen,heat_shock	1	0	0	NA	TSS	HT_Palsson_756,HT_Palsson_757,HT_Palsson_758
CTSS2651	427649	427649	+	secD	Morett	triphosphate_enrichment	1	0	0	UpSense	TSS	HT_Morett_667
CTSS2652	427667	427667	+	Wade_p250	Wade	NA	1	0	0	NA	TSS	Wade_p250
CTSS2653	428709	428709	+	secD	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_3549,HT_Storz_3550,HT_Storz_3551
CTSS2654	428779	428779	+	secD	Morett	triphosphate_enrichment	1	0	0	InSense	TSS	HT_Morett_668
CTSS2655	428782	428782	+	secD	Morett	triphosphate_enrichment	1	0	0	InSense	TSS	HT_Morett_669
CTSS2656	428786	428786	+	secD	Morett	triphosphate_enrichment	1	0	0	InSense	TSS	HT_Morett_670
CTSS2657	429239	429239	+	secD	Morett	triphosphate_enrichment	1	0	0	InSense	TSS	HT_Morett_671
CTSS2658	429370	429370	+	secF	Morett	triphosphate_enrichment	1	0	0	UpSense	TSS	HT_Morett_672
CTSS2659	429419	429419	+	NA	Palsson	stationary_phase	1	0	0	NA	TSS	HT_Palsson_759
CTSS2660	429633	429633	+	secF	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_3552,HT_Storz_3553,HT_Storz_3554
CTSS2661	429682	429682	+	secF	Morett	triphosphate_enrichment	1	0	0	InSense	TSS	HT_Morett_673
CTSS2662	429796	429796	+	secF	Storz	LB_2.0	1	0	0	intragenic/sense	TSS	HT_Storz_3555
CTSS2663	430048	430048	+	secF	Morett	triphosphate_enrichment	1	0	0	InSense	TSS	HT_Morett_674
CTSS2664	430051	430051	+	secF	Morett	triphosphate_enrichment	1	0	0	InSense	TSS	HT_Morett_675
CTSS2665	430054	430054	+	secF	Morett	triphosphate_enrichment	1	0	0	InSense	TSS	HT_Morett_676
CTSS2666	430059	430059	+	secF	Morett	triphosphate_enrichment	1	0	0	InSense	TSS	HT_Morett_677
CTSS2667	430063	430063	+	secF,yajD	Morett	triphosphate_enrichment,454_data	1	0	0	InSense	TSS	HT_Morett_678,HT_Morett_679
CTSS2668	430091	430091	+	NA	Palsson	glutamine_nitrogen	1	0	0	NA	TSS	HT_Palsson_760
CTSS2669	430119	430119	+	Wade_p251	Wade,Palsson	exponential_phase,glutamine_nitrogen	1	0	0	NA	TSS	Wade_p251,HT_Palsson_761,HT_Palsson_762
CTSS2670	430121	430121	+	yajD	Morett	454_data	1	0	0	NA	TSS	HT_Morett_680
CTSS2671	430137	430137	-	secF	Storz	LB_2.0,M63_0.4	1	0	0	intragenic/antisense	TSS	HT_Storz_3556,HT_Storz_3557
CTSS2672	430186	430186	+	NA	Palsson	heat_shock	1	0	0	NA	TSS	HT_Palsson_763
CTSS2673	430284	430284	+	NA	Palsson	glutamine_nitrogen,heat_shock	1	0	0	NA	TSS	HT_Palsson_764,HT_Palsson_765
CTSS2674	430320	430320	+	NA	Palsson	heat_shock	1	0	0	NA	TSS	HT_Palsson_766
CTSS2675	430575	430575	+	b0410	Yan	M9,Rich	1	0	0	NA	TSS	HT_Yan_413,HT_Yan_414
CTSS2676	430576	430576	+	yajD	Storz,Palsson	LB_2.0,M63_0.4,LB_0.4,stationary_phase,glutamine_nitrogen	1	0	0	upstream/sense	TSS	HT_Storz_3558,HT_Storz_3559,HT_Storz_3560,HT_Palsson_767,HT_Palsson_768
CTSS2677	430604	430604	-	Wade_p2700	Wade	NA	1	0	0	NA	TSS	Wade_p2700
CTSS2678	430745	430745	-	Wade_p2701,yajD	Wade,Storz	LB_2.0	1	0	0	intragenic/antisense	TSS	Wade_p2701,HT_Storz_3561
CTSS2679	430821	430821	-	yajD	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/antisense	TSS	HT_Storz_3562,HT_Storz_3563,HT_Storz_3564
CTSS2680	430868	430868	+	Wade_p252	Wade	NA	1	0	0	NA	TSS	Wade_p252
CTSS2681	431010	431010	-	yajD	Storz	LB_2.0	1	0	0	downstream/antisense	TSS	HT_Storz_3565
CTSS2682	431265	431265	-	tsx	Storz	LB_2.0,M63_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_3566,HT_Storz_3567
CTSS2683	431321	431321	+	tsx	Storz	LB_2.0,M63_0.4	1	0	0	intragenic/antisense	TSS	HT_Storz_3568,HT_Storz_3569
CTSS2684	431614	431614	-	tsx	Storz	LB_2.0	1	0	0	intragenic/sense	TSS	HT_Storz_3570
CTSS2685	431858	431858	+	tsx	Storz	M63_0.4,LB_0.4	1	0	0	intragenic/antisense	TSS	HT_Storz_3571,HT_Storz_3572
CTSS2686	432002	432002	-	tsx	Morett	triphosphate_enrichment	1	0	0	UpSense	TSS	HT_Morett_681
CTSS2687	432078	432078	-	tsx	Morett	454_data	1	0	0	NA	TSS	HT_Morett_682
CTSS2688	432090	432090	-	tsx,b0411	Morett,Yan	454_data,M9,Rich	1	0	0	NA	TSS	HT_Morett_683,HT_Yan_415,HT_Yan_416
CTSS2689	432091	432091	-	tsx,tsxp2	Storz,Palsson,RegulonDB	LB_2.0,M63_0.4,LB_0.4,exponential_phase,Sigma70	1	1	0	upstream/sense	TSS	HT_Storz_3573,HT_Storz_3574,HT_Storz_3575,HT_Palsson_769,ECK120010293
CTSS2690	432185	432185	-	tsx,b0411	Morett,Storz,Yan,Palsson	triphosphate_enrichment,M63_0.4,M9,Rich,exponential_phase	1	0	0	UpSenseExten,upstream/sense	TSS	HT_Morett_684,HT_Storz_3576,HT_Yan_417,HT_Yan_418,HT_Palsson_770
CTSS2691	432187	432187	-	Wade_p2702,tsx	Wade,Storz	LB_0.4	1	0	0	upstream/sense	TSS	Wade_p2702,HT_Storz_3577
CTSS2692	432245	432245	-	tsx,tsxp1	Storz,RegulonDB	LB_2.0,M63_0.4,LB_0.4,Sigma70	1	1	0	upstream/sense	TSS	HT_Storz_3578,HT_Storz_3579,HT_Storz_3580,ECK120010294
CTSS2693	432374	432374	-	NA	Palsson	exponential_phase,stationary_phase,heat_shock	1	0	0	NA	TSS	HT_Palsson_771,HT_Palsson_772,HT_Palsson_773
CTSS2694	432465	432465	-	yajI	Storz	M63_0.4,LB_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_3581,HT_Storz_3582
CTSS2695	432876	432876	-	yajI	Storz,Palsson	LB_2.0,M63_0.4,LB_0.4,exponential_phase,stationary_phase,glutamine_nitrogen,heat_shock	1	0	0	upstream/sense	TSS	HT_Storz_3583,HT_Storz_3584,HT_Storz_3585,HT_Palsson_774,HT_Palsson_775,HT_Palsson_776,HT_Palsson_777
CTSS2696	432959	432959	+	NA	Palsson	exponential_phase	1	0	0	NA	TSS	HT_Palsson_778
CTSS2697	432975	432975	+	nrdR	Morett,Storz	triphosphate_enrichment,LB_2.0	1	0	0	UpSense,upstream/sense	TSS	HT_Morett_685,HT_Storz_3586
CTSS2698	432976	432976	+	Wade_p253,b0413,b0414,b0415,b0416,b0417,b0418	Wade,Yan	M9,Rich	1	0	0	NA	TSS	Wade_p253,HT_Yan_419,HT_Yan_420
CTSS2699	432977	432977	+	nrdR,nrdRp	Morett,Storz,Palsson,RegulonDB	triphosphate_enrichment,M63_0.4,LB_0.4,stationary_phase,glutamine_nitrogen,Sigma70	1	1	0	UpSense,upstream/sense	TSS	HT_Morett_686,HT_Storz_3587,HT_Storz_3588,HT_Palsson_779,HT_Palsson_780,ECK120033028
CTSS2700	432978	432978	+	nrdR	Morett	454_data	1	0	0	NA	TSS	HT_Morett_687
CTSS2701	433006	433006	+	NA	Palsson	stationary_phase,heat_shock	1	0	0	NA	TSS	HT_Palsson_781,HT_Palsson_782
CTSS2702	433019	433019	+	NA	Palsson	stationary_phase	1	0	0	NA	TSS	HT_Palsson_783
CTSS2703	433028	433028	-	Wade_p2703	Wade	NA	1	0	0	NA	TSS	Wade_p2703
CTSS2704	433035	433035	+	NA	Palsson	stationary_phase	1	0	0	NA	TSS	HT_Palsson_784
CTSS2705	433397	433397	-	nrdR,ribD	Storz	LB_2.0,M63_0.4	1	0	0	intragenic/antisense,upstream/antisense	TSS	HT_Storz_3589,HT_Storz_3590,HT_Storz_3591,HT_Storz_3592
CTSS2706	433567	433567	-	ribD	Storz	M63_0.4,LB_0.4	1	0	0	intragenic/antisense	TSS	HT_Storz_3593,HT_Storz_3594
CTSS2707	434015	434015	-	ribD	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/antisense	TSS	HT_Storz_3595,HT_Storz_3596,HT_Storz_3597
CTSS2708	434436	434436	+	Wade_p254,ribE,ribD	Wade,Storz,Palsson	LB_2.0,exponential_phase,heat_shock	1	0	0	upstream/sense,intragenic/sense	TSS	Wade_p254,HT_Storz_3598,HT_Storz_3599,HT_Palsson_785,HT_Palsson_786
CTSS2709	434501	434501	+	ribE	Morett	triphosphate_enrichment	1	0	0	UpSense	TSS	HT_Morett_688
CTSS2710	434504	434504	+	ribE,ribEp	Morett,RegulonDB	triphosphate_enrichment,Sigma32	1	1	0	UpSense	TSS	HT_Morett_689,ECK120033610
CTSS2711	434505	434505	+	NA	Palsson	stationary_phase,glutamine_nitrogen	1	0	0	NA	TSS	HT_Palsson_787,HT_Palsson_788
CTSS2712	434511	434511	+	ribE	Morett,Palsson	triphosphate_enrichment,stationary_phase,glutamine_nitrogen,heat_shock	1	0	0	UpSense	TSS	HT_Morett_690,HT_Palsson_789,HT_Palsson_790,HT_Palsson_791
CTSS2713	434593	434593	+	ribE	Morett	triphosphate_enrichment	1	0	0	UpSense	TSS	HT_Morett_691
CTSS2714	434596	434596	+	ribE	Morett	triphosphate_enrichment	1	0	0	UpSense	TSS	HT_Morett_692
CTSS2715	434599	434599	+	ribE	Morett	triphosphate_enrichment	1	0	0	UpSense	TSS	HT_Morett_693
CTSS2716	434604	434604	+	ribE	Morett	triphosphate_enrichment	1	0	0	UpSense	TSS	HT_Morett_694
CTSS2717	434610	434610	+	ribE	Morett	454_data	1	0	0	NA	TSS	HT_Morett_695
CTSS2718	434612	434612	+	ribE	Storz,Palsson	LB_2.0,M63_0.4,exponential_phase	1	0	0	upstream/sense	TSS	HT_Storz_3600,HT_Storz_3601,HT_Palsson_792
CTSS2719	434613	434613	+	Wade_p255	Wade	NA	1	0	0	NA	TSS	Wade_p255
CTSS2720	434614	434614	+	Wade_p256,b0415,b0416,b0417,b0418	Wade,Yan	M9,Rich	1	0	0	NA	TSS	Wade_p256,HT_Yan_421,HT_Yan_422
CTSS2721	434632	434632	+	ribE	Morett,Palsson	454_data,glutamine_nitrogen	1	0	0	NA	TSS	HT_Morett_696,HT_Palsson_793
CTSS2722	434656	434656	+	NA	Palsson	exponential_phase,stationary_phase,glutamine_nitrogen,heat_shock	1	0	0	NA	TSS	HT_Palsson_794,HT_Palsson_795,HT_Palsson_796,HT_Palsson_797
CTSS2723	434691	434691	-	Wade_p2704,ribE	Wade,Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/antisense	TSS	Wade_p2704,HT_Storz_3602,HT_Storz_3603,HT_Storz_3604
CTSS2724	434974	434974	+	ribE	Morett	triphosphate_enrichment	1	0	0	InSense	TSS	HT_Morett_697
CTSS2725	435660	435660	-	Wade_p2705	Wade	NA	1	0	0	NA	TSS	Wade_p2705
CTSS2726	435786	435786	+	thiL	Morett	454_data	1	0	0	NA	TSS	HT_Morett_698
CTSS2727	436214	436214	-	thiL	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/antisense	TSS	HT_Storz_3605,HT_Storz_3606,HT_Storz_3607
CTSS2728	436472	436472	+	pgpA	Morett	454_data	1	0	0	NA	TSS	HT_Morett_699
CTSS2729	436576	436576	-	thiL,pgpA	Storz	M63_0.4,LB_0.4	1	0	0	intragenic/antisense,upstream/antisense	TSS	HT_Storz_3608,HT_Storz_3609,HT_Storz_3610,HT_Storz_3611
CTSS2730	436580	436580	+	b0417,b0418	Yan	M9	1	0	0	NA	TSS	HT_Yan_423
CTSS2731	436581	436581	+	Wade_p257,pgpA	Wade,Morett,Palsson	triphosphate_enrichment,exponential_phase,stationary_phase,glutamine_nitrogen,heat_shock	1	0	0	UpSense	TSS	Wade_p257,HT_Morett_700,HT_Palsson_798,HT_Palsson_799,HT_Palsson_800,HT_Palsson_801
CTSS2732	436586	436586	+	Wade_p258	Wade	NA	1	0	0	NA	TSS	Wade_p258
CTSS2733	436588	436588	-	thiL,pgpA	Storz	LB_2.0	1	0	0	intragenic/antisense,upstream/antisense	TSS	HT_Storz_3612,HT_Storz_3613
CTSS2734	437061	437061	-	pgpA	Storz	LB_2.0	1	0	0	intragenic/antisense	TSS	HT_Storz_3614
CTSS2735	437776	437776	+	yajO	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/antisense	TSS	HT_Storz_3615,HT_Storz_3616,HT_Storz_3617
CTSS2736	437997	437997	-	yajO	Storz	LB_2.0	1	0	0	intragenic/sense	TSS	HT_Storz_3618
CTSS2737	438162	438162	+	Wade_p259,yajO	Wade,Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	upstream/antisense	TSS	Wade_p259,HT_Storz_3619,HT_Storz_3620,HT_Storz_3621
CTSS2738	438162	438162	-	yajO	Morett	454_data	1	0	0	NA	TSS	HT_Morett_701
CTSS2739	438163	438163	+	Wade_p260	Wade	NA	1	0	0	NA	TSS	Wade_p260
CTSS2740	438176	438176	-	NA	Palsson	stationary_phase,heat_shock	1	0	0	NA	TSS	HT_Palsson_802,HT_Palsson_803
CTSS2741	438229	438229	-	NA	Palsson	exponential_phase,glutamine_nitrogen	1	0	0	NA	TSS	HT_Palsson_804,HT_Palsson_805
CTSS2742	438284	438284	-	yajO,b0419	Morett,Storz,Yan	triphosphate_enrichment,LB_2.0,M9,Rich	1	0	0	UpSense,upstream/sense	TSS	HT_Morett_702,HT_Storz_3622,HT_Yan_424,HT_Yan_425
CTSS2743	438307	438307	-	yajO	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	upstream/sense	TSS	HT_Storz_3623,HT_Storz_3624,HT_Storz_3625
CTSS2744	438842	438842	+	dxs	Storz	LB_2.0,M63_0.4	1	0	0	intragenic/antisense	TSS	HT_Storz_3626,HT_Storz_3627
CTSS2745	439023	439023	+	dxs	Storz	LB_2.0,M63_0.4	1	0	0	intragenic/antisense	TSS	HT_Storz_3628,HT_Storz_3629
CTSS2746	439560	439560	-	dxs	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_3630,HT_Storz_3631,HT_Storz_3632
CTSS2747	439647	439647	-	dxs	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_3633,HT_Storz_3634,HT_Storz_3635
CTSS2748	439919	439919	-	dxs	Morett	triphosphate_enrichment	1	0	0	InSense	TSS	HT_Morett_703
CTSS2749	440219	440219	-	NA	Palsson	exponential_phase	1	0	0	NA	TSS	HT_Palsson_806
CTSS2750	440397	440397	-	NA	Palsson	exponential_phase,stationary_phase	1	0	0	NA	TSS	HT_Palsson_807,HT_Palsson_808
CTSS2751	440417	440417	-	Wade_p2706	Wade	NA	1	0	0	NA	TSS	Wade_p2706
CTSS2752	440714	440714	-	ispA	Storz	M63_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_3636
CTSS2753	440740	440740	+	ispA	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/antisense	TSS	HT_Storz_3637,HT_Storz_3638,HT_Storz_3639
CTSS2754	440971	440971	-	ispA	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_3640,HT_Storz_3641,HT_Storz_3642
CTSS2755	440999	440999	+	Wade_p261,ispA	Wade,Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/antisense	TSS	Wade_p261,HT_Storz_3643,HT_Storz_3644,HT_Storz_3645
CTSS2756	441111	441111	-	NA	Palsson	glutamine_nitrogen	1	0	0	NA	TSS	HT_Palsson_809
CTSS2757	441121	441121	-	NA	Palsson	glutamine_nitrogen	1	0	0	NA	TSS	HT_Palsson_810
CTSS2758	441127	441127	-	NA	Palsson	glutamine_nitrogen	1	0	0	NA	TSS	HT_Palsson_811
CTSS2759	441373	441373	-	xseB,b0422,b0421,b0420,b0419	Storz,Yan,Palsson	LB_2.0,M63_0.4,LB_0.4,M9,Rich,exponential_phase,stationary_phase	1	0	0	upstream/sense	TSS	HT_Storz_3646,HT_Storz_3647,HT_Storz_3648,HT_Yan_426,HT_Yan_427,HT_Palsson_812,HT_Palsson_813
CTSS2760	441431	441431	-	NA	Palsson	stationary_phase	1	0	0	NA	TSS	HT_Palsson_814
CTSS2761	441447	441447	-	NA	Palsson	stationary_phase,heat_shock	1	0	0	NA	TSS	HT_Palsson_815,HT_Palsson_816
CTSS2762	441454	441454	-	NA	Palsson	stationary_phase	1	0	0	NA	TSS	HT_Palsson_817
CTSS2763	441467	441467	+	Wade_p262	Wade,Palsson	exponential_phase	1	0	0	NA	TSS	Wade_p262,HT_Palsson_818
CTSS2764	441468	441468	+	Wade_p263,thiIp	Wade,RegulonDB	NA	1	1	0	NA	TSS	Wade_p263,ECK125138144
CTSS2765	441469	441469	+	thiI,b0423	Morett,Storz,Yan	triphosphate_enrichment,454_data,LB_2.0,M63_0.4,LB_0.4,M9,Rich	1	0	0	UpSense,upstream/sense	TSS	HT_Morett_704,HT_Morett_705,HT_Storz_3649,HT_Storz_3650,HT_Storz_3651,HT_Yan_428,HT_Yan_429
CTSS2766	441544	441544	-	Wade_p2707	Wade	NA	1	0	0	NA	TSS	Wade_p2707
CTSS2767	441545	441545	-	thiI,xseB,b0422,b0421,b0420	Storz,Yan,Palsson	LB_2.0,M63_0.4,LB_0.4,M9,Rich,exponential_phase,stationary_phase,glutamine_nitrogen	1	0	0	upstream/antisense,upstream/sense	TSS	HT_Storz_3652,HT_Storz_3653,HT_Storz_3654,HT_Storz_3655,HT_Storz_3656,HT_Storz_3657,HT_Yan_430,HT_Yan_431,HT_Palsson_819,HT_Palsson_820,HT_Palsson_821
CTSS2768	441547	441547	-	Wade_p2708	Wade	NA	1	0	0	NA	TSS	Wade_p2708
CTSS2769	441704	441704	+	thiI	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_3658,HT_Storz_3659,HT_Storz_3660
CTSS2770	441893	441893	-	thiI	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/antisense	TSS	HT_Storz_3661,HT_Storz_3662,HT_Storz_3663
CTSS2771	441954	441954	+	thiI	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_3664,HT_Storz_3665,HT_Storz_3666
CTSS2772	442347	442347	+	thiI	Storz	LB_2.0	1	0	0	intragenic/sense	TSS	HT_Storz_3667
CTSS2773	442584	442584	+	Wade_p264	Wade	NA	1	0	0	NA	TSS	Wade_p264
CTSS2774	442869	442869	+	thiI	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_3668,HT_Storz_3669,HT_Storz_3670
CTSS2775	443140	443140	-	yajL	Morett	454_data	1	0	0	NA	TSS	HT_Morett_706
CTSS2776	443264	443264	-	yajL	Storz	M63_0.4,LB_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_3671,HT_Storz_3672
CTSS2777	443792	443792	-	panE	Morett	triphosphate_enrichment	1	0	0	InSense	TSS	HT_Morett_707
CTSS2778	444157	444157	+	panE	Storz	LB_2.0	1	0	0	intragenic/antisense	TSS	HT_Storz_3673
CTSS2779	444416	444416	+	yajQ,panE	Storz,Palsson	LB_2.0,M63_0.4,LB_0.4,exponential_phase,stationary_phase,heat_shock	1	0	0	upstream/sense,intragenic/antisense	TSS	HT_Storz_3674,HT_Storz_3675,HT_Storz_3676,HT_Storz_3677,HT_Storz_3678,HT_Storz_3679,HT_Palsson_822,HT_Palsson_823,HT_Palsson_824
CTSS2780	444555	444555	-	panE	Morett	triphosphate_enrichment	1	0	0	UpSense	TSS	HT_Morett_708
CTSS2781	444560	444560	-	panE,b0425,b0424	Storz,Yan	LB_2.0,M63_0.4,M9,Rich	1	0	0	upstream/sense	TSS	HT_Storz_3680,HT_Storz_3681,HT_Yan_432,HT_Yan_433
CTSS2782	444561	444561	-	panE	Morett	triphosphate_enrichment	1	0	0	UpSense	TSS	HT_Morett_709
CTSS2783	444562	444562	-	Wade_p2709	Wade	NA	1	0	0	NA	TSS	Wade_p2709
CTSS2784	444566	444566	+	yajQ,panE	Storz	M63_0.4	1	0	0	upstream/sense,upstream/antisense	TSS	HT_Storz_3682,HT_Storz_3683
CTSS2785	444569	444569	-	Wade_p2710	Wade	NA	1	0	0	NA	TSS	Wade_p2710
CTSS2786	444600	444600	+	yajQ	Morett,Palsson	triphosphate_enrichment,stationary_phase	1	0	0	UpSense	TSS	HT_Morett_710,HT_Palsson_825
CTSS2787	444602	444602	+	b0426	Yan	M9,Rich	1	0	0	NA	TSS	HT_Yan_434,HT_Yan_435
CTSS2788	444603	444603	+	Wade_p265,yajQ,panE	Wade,Morett,Storz	triphosphate_enrichment,LB_2.0,M63_0.4,LB_0.4	1	0	0	UpSense,upstream/antisense,upstream/sense	TSS	Wade_p265,HT_Morett_711,HT_Storz_3684,HT_Storz_3685,HT_Storz_3686,HT_Storz_3687,HT_Storz_3688,HT_Storz_3689
CTSS2789	444657	444657	+	b0426	Yan	M9,Rich	1	0	0	NA	TSS	HT_Yan_436,HT_Yan_437
CTSS2790	444658	444658	+	yajQ,yajQp	Morett,Storz,Palsson,RegulonDB	triphosphate_enrichment,RACE_data,LB_2.0,M63_0.4,glutamine_nitrogen	1	1	0	UpSense,upstream/sense	TSS	HT_Morett_712,HT_Morett_713,HT_Storz_3690,HT_Storz_3691,HT_Palsson_826,ECK120034412
CTSS2791	444822	444822	-	Wade_p2711,yajQ	Wade,Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/antisense	TSS	Wade_p2711,HT_Storz_3692,HT_Storz_3693,HT_Storz_3694
CTSS2792	445226	445226	+	yajR	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	downstream/antisense	TSS	HT_Storz_3695,HT_Storz_3696,HT_Storz_3697
CTSS2793	445527	445527	+	yajR	Storz	LB_2.0	1	0	0	intragenic/antisense	TSS	HT_Storz_3698
CTSS2794	445995	445995	-	yajR	Storz	LB_2.0	1	0	0	intragenic/sense	TSS	HT_Storz_3699
CTSS2795	446112	446112	+	Wade_p266	Wade	NA	1	0	0	NA	TSS	Wade_p266
CTSS2796	446684	446684	-	yajR	Morett	454_data	1	0	0	NA	TSS	HT_Morett_714
CTSS2797	446687	446687	-	yajR,b0427,b0425,yajRp	Morett,Yan,Palsson,RegulonDB	RACE_data,Rich,exponential_phase	1	1	0	NA	TSS	HT_Morett_715,HT_Yan_438,HT_Palsson_827,ECK120034413
CTSS2798	446794	446794	-	yajR	Storz	LB_2.0,M63_0.4	1	0	0	upstream/sense	TSS	HT_Storz_3700,HT_Storz_3701
CTSS2799	446856	446856	-	NA	Palsson	exponential_phase,stationary_phase	1	0	0	NA	TSS	HT_Palsson_828,HT_Palsson_829
CTSS2800	446881	446881	-	NA	Palsson	exponential_phase,heat_shock	1	0	0	NA	TSS	HT_Palsson_830,HT_Palsson_831
CTSS2801	446901	446901	-	NA	Palsson	glutamine_nitrogen,heat_shock	1	0	0	NA	TSS	HT_Palsson_832,HT_Palsson_833
CTSS2802	446937	446937	-	NA	Palsson	glutamine_nitrogen	1	0	0	NA	TSS	HT_Palsson_834
CTSS2803	446940	446940	-	yajR,cyoE	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	upstream/sense,intragenic/sense	TSS	HT_Storz_3702,HT_Storz_3703,HT_Storz_3704,HT_Storz_3705,HT_Storz_3706,HT_Storz_3707
CTSS2804	447560	447560	-	cyoE	Storz	LB_2.0,LB_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_3708,HT_Storz_3709
CTSS2805	447570	447570	-	Wade_p2712	Wade	NA	1	0	0	NA	TSS	Wade_p2712
CTSS2806	447661	447661	-	cyoE	Morett	454_data	1	0	0	NA	TSS	HT_Morett_716
CTSS2807	447668	447668	-	cyoE	Morett	triphosphate_enrichment	1	0	0	UpSense	TSS	HT_Morett_717
CTSS2808	448007	448007	+	Wade_p267	Wade	NA	1	0	0	NA	TSS	Wade_p267
CTSS2809	448008	448008	+	Wade_p268,cyoD,cyoC	Wade,Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/antisense,downstream/antisense	TSS	Wade_p268,HT_Storz_3710,HT_Storz_3711,HT_Storz_3712,HT_Storz_3713,HT_Storz_3714,HT_Storz_3715
CTSS2810	448092	448092	-	cyoD	Morett	454_data	1	0	0	NA	TSS	HT_Morett_718
CTSS2811	448138	448138	-	cyoD	Morett	triphosphate_enrichment	1	0	0	UpSense	TSS	HT_Morett_719
CTSS2812	448146	448146	-	cyoD	Morett	triphosphate_enrichment	1	0	0	UpSense	TSS	HT_Morett_720
CTSS2813	448187	448187	-	cyoD	Morett	454_data	1	0	0	NA	TSS	HT_Morett_721
CTSS2814	448243	448243	+	Wade_p269	Wade	NA	1	0	0	NA	TSS	Wade_p269
CTSS2815	448244	448244	-	cyoC	Morett	triphosphate_enrichment	1	0	0	InSense	TSS	HT_Morett_722
CTSS2816	448247	448247	-	cyoC	Morett	triphosphate_enrichment	1	0	0	InSense	TSS	HT_Morett_723
CTSS2817	448258	448258	-	cyoD	Morett	454_data	1	0	0	NA	TSS	HT_Morett_724
CTSS2818	448549	448549	-	cyoC	Morett	triphosphate_enrichment	1	0	0	InSense	TSS	HT_Morett_725
CTSS2819	448681	448681	-	cyoC	Morett	triphosphate_enrichment	1	0	0	UpSense	TSS	HT_Morett_726
CTSS2820	449816	449816	-	cyoB	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_3716,HT_Storz_3717,HT_Storz_3718
CTSS2821	449899	449899	-	cyoB	Morett	triphosphate_enrichment	1	0	0	InSense	TSS	HT_Morett_727
CTSS2822	450199	450199	-	cyoB	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_3719,HT_Storz_3720,HT_Storz_3721
CTSS2823	450505	450505	-	b0431,b0430,b0429,b0428	Yan	Rich	1	0	0	NA	TSS	HT_Yan_439
CTSS2824	450622	450622	-	cyoB	Storz	LB_2.0,M63_0.4,LB_0.4	1	0	0	intragenic/sense	TSS	HT_Storz_3722,HT_Storz_3723,HT_Storz_3724
CTSS2825	450637	450637	-	b0431,b0430,b0429,b0428	Yan	Rich	1	0	0	NA	TSS	HT_Yan_440
CTSS2826	450640	450640	+	cyoB,cyoA	Storz	LB_2.0,M63_0.4	1	0	0	intragenic/antisense,downstream/antisense	TSS	HT_Storz_3725,HT_Storz_3726,HT_Storz_3727,HT_Storz_3728
CTSS2827	450781	450781	-	b0432,b0431,b0430,b0429,b0428	Yan	Rich	1	0	0	NA	TSS	HT_Yan_441
CTSS2828	450830	450830	-	b0432,b0431,b0430,b0429,b0428,b0427	Yan	Rich	1	0	0	NA	TSS	HT_Yan_442
CTSS2829	451004	451004	-	b0432,b0431,b0430,b0429	Yan	Rich	1	0	0	NA	TSS	HT_Yan_443
CTSS2830	451313	451313	-	b0432,b0431,b0430,b0429,b0428	Yan	Rich	1	0	0	NA	TSS	HT_Yan_444
