ctg_id	start	stop	strand	reported_bnumbers	valid_bnumbers	type
CCTG1088	1153829	1156199	+	b1096,b1097,b1098,b1099	b1097,b1098	CTG
CCTG1089	1154889	1157896	+	b1097,b1098,b1099,b1100,b1097,b1098,b1099,b1100,b1101	b1098,b1099,b1100	CTG
CCTG1090	1157626	1159974	+	b1101	b1101	CTG
CCTG1091	1158440	1161647	-	b1102	b1102	CTG
CCTG1092	1161824	1165625	+	b1103,b1104,b1105,b1106,b1107,b1108	b1103,b1104,b1105,b1106,b1107	CTG
CCTG1093	1161854	1165797	+	b1103,b1104,b1105,b1106,b1107,b1108	b1103,b1104,b1105,b1106,b1107,b1108	CTG
CCTG1094	1163602	1165854	+	b1106,b1107,b1108	b1107,b1108	CTG
CCTG1095	1165015	1165875	+	b1107,b1108	b1108	CTG
CCTG1096	1165992	1167389	+	b1109	b1109	CTG
CCTG1097	1167550	1168862	-	b1111	b1111	CTG
CCTG1098	1167599	1168138	+	b1110	b1110	CTG
CCTG1099	1169019	1169330	+	b1112	b1112	CTG
CCTG1100	1169326	1170418	-	b1113	b1113	CTG
CCTG1101	1170134	1174028	-	b1114,b1113,b1114	b1114	CTG
CCTG1102	1174092	1175165	-	b1115	b1115	CTG
CCTG1103	1175400	1178725	+	b1116,b1117,b1118,b1119,b1116,b1117,b1118	b1116,b1117,b1118	CTG
CCTG1104	1175400	1179865	+	b1116,b1117,b1118,b1119,b1120	b1116,b1117,b1118,b1119	CTG
CCTG1105	1178009	1180494	+	b1118,b1119,b1120,b1119,b1120	b1119,b1120	CTG
CCTG1106	1180479	1181725	-	b1122,b1121	b1121,b1122	CTG
CCTG1107	1181268	1185659	-	b1126,b1125,b1124,b1123,b1122,b1126,b1125,b1124,b1123	b1123,b1124,b1125,b1126	CTG
CCTG1108	1182798	1185808	-	b1126,b1125,b1124,b1123	b1124,b1125,b1126	CTG
CCTG1109	1185737	1187930	+	b1127	b1127	CTG
CCTG1110	1186585	1190483	-	b1130,b1129,b1128	b1128,b1129,b1130	CTG
CCTG1111	1186784	1188265	-	b1128	b1128	CTG
CCTG1112	1187148	1190508	-	b1130,b1129,b1128,b1130,b1129	b1129,b1130	CTG
CCTG1113	1188316	1189940	-	b1129	b1129	CTG
CCTG1114	1188376	1190508	-	b1130,b1129	b1130	CTG
CCTG1115	1190441	1193800	-	b1133,b1132,b1131,b1130,b1133,b1132,b1131	b1131,b1132,b1133	CTG
CCTG1116	1190616	1192686	-	b1132,b1131	b1131,b1132	CTG
CCTG1117	1191043	1194943	-	b1135,b1134,b1133,b1132,b1131	b1132,b1133,b1134	CTG
CCTG1118	1192667	1193773	-	b1133	b1133	CTG
CCTG1119	1193827	1194951	-	b1135,b1134	b1134,b1135	CTG
CCTG1120	1194960	1196949	+	b1136	b1136	CTG
CCTG1121	1196789	1198278	-	b1138,b1137	b1137,b1138	CTG
CCTG1122	1198671	1199695	+	b1139	b1139	CTG
CCTG1123	1199679	1201380	-	b1142,b1141,b1140	b1140,b1141,b1142	CTG
CCTG1124	1201497	1201838	+	b1143	b1143	CTG
CCTG1125	1201776	1202084	-	b1144	b1144	CTG
CCTG1126	1202223	1202933	-	b1145	b1145	CTG
CCTG1127	1202901	1203109	-	ECK125203392	ECK125203392	CTG
CCTG1128	1203024	1208545	+	b1146,b1147,b1148,b1149,b1150,b1151,b1152,b1153,b1154,b1155	b1146,b1147,b1148,b1149,b1150,b1151,b1152,b1153,b1154,b1155	CTG
CCTG1129	1204170	1204403	+	b4692	b4692	CTG
CCTG1130	1204401	1205537	+	b4693	b4693	CTG
CCTG1131	1208517	1209655	-	b1157,b1156	b1156,b1157	CTG
CCTG1132	1209685	1210239	+	b1158	b1158	CTG
CCTG1133	1210321	1211495	+	b1159,b4519,b1159	b1159	CTG
CCTG1134	1211413	1211577	+	b4519	b4519	CTG
CCTG1135	1211680	1212123	-	b1160	b1160	CTG
CCTG1136	1212260	1212304	-	b4738	b4738	CTG
CCTG1137	1212540	1212650	-	b4739	b4739	CTG
CCTG1138	1212703	1213107	-	b1161	b1161	CTG
CCTG1139	1213033	1214113	-	b1162,b1161,b1162	b1162	CTG
CCTG1140	1213716	1215506	-	b1163,b1162,b1163	b1163	CTG
CCTG1141	1215752	1216996	+	b1164,b1165,b1166,b1167	b1164,b1165,b1166,b1167	CTG
CCTG1142	1215789	1216025	+	b1164	b1164	CTG
CCTG1143	1216068	1216635	+	b1165,b1166	b1165,b1166	CTG
CCTG1144	1216369	1216635	+	b1166	b1166	CTG
CCTG1145	1216748	1216996	+	b1167	b1167	CTG
CCTG1146	1217328	1218851	+	b1168	b1168	CTG
CCTG1147	1218983	1219201	+	b4520	b4520	CTG
CCTG1148	1219601	1222248	+	b4491	b4491	CTG
CCTG1149	1222305	1222988	-	b1172,b1171	b1171,b1172	CTG
CCTG1150	1222990	1223163	-	b4593	b4593	CTG
CCTG1151	1223264	1223449	+	b4594	b4594	CTG
CCTG1152	1223564	1223907	+	b4521	b4521	CTG
CCTG1153	1224093	1226141	-	b1176,b1175,b1174	b1174,b1175,b1176	CTG
CCTG1154	1224140	1225647	-	b1176,b1175,b1174	b1174,b1175	CTG
CCTG1155	1226600	1226968	+	b1177	b1177	CTG
CCTG1156	1227071	1227472	-	b1178	b1178	CTG
CCTG1157	1227609	1228007	+	b1179	b1179	CTG
CCTG1158	1227685	1229495	+	b1179,b1180,b1181	b1180,b1181	CTG
CCTG1159	1228079	1228738	+	b1180	b1180	CTG
CCTG1160	1228804	1229451	+	b1181	b1181	CTG
CCTG1161	1229483	1230466	-	b1182	b1182	CTG
CCTG1162	1230737	1232759	+	b1183,b1184	b1183,b1184	CTG
CCTG1163	1232358	1233056	-	b1185	b1185	CTG
CCTG1164	1232466	1234766	-	b1186,b1185	b1185,b1186	CTG
CCTG1165	1233139	1234766	-	b1186	b1186	CTG
CCTG1166	1234904	1235992	+	b1187	b1187	CTG
CCTG1167	1235709	1237285	-	b1188	b1188	CTG
CCTG1168	1237507	1240325	+	b1189,b1190	b1189,b1190	CTG
CCTG1169	1239684	1242102	-	b1191	b1191	CTG
CCTG1170	1239988	1243110	-	b1192,b1191	b1191,b1192	CTG
CCTG1171	1240260	1240463	+	b4740	b4740	CTG
CCTG1172	1240917	1243110	-	b1192,b1191,b1192	b1192	CTG
CCTG1173	1243127	1244171	+	b1193	b1193	CTG
CCTG1174	1243793	1244556	-	b1194	b1194	CTG
CCTG1175	1244728	1244982	+	b1195	b1195	CTG
CCTG1176	1245160	1245600	+	b1196	b1196	CTG
CCTG1177	1245679	1247425	-	b1197	b1197	CTG
CCTG1178	1246777	1250944	-	b1200,b1199,b1198,b1197,b1200,b1199,b1198	b1198,b1199,b1200	CTG
CCTG1179	1247696	1249114	-	b1198	b1198	CTG
CCTG1180	1250988	1253140	+	b1201	b1201	CTG
CCTG1181	1253085	1255952	-	b1202	b1202	CTG
CCTG1182	1256457	1257882	-	b1203	b1203	CTG
CCTG1183	1256584	1258542	-	b1204,b1203	b1203,b1204	CTG
CCTG1184	1258737	1259307	+	b1205	b1205	CTG
CCTG1185	1258813	1262176	-	b1208,b1207,b1206	b1206,b1207	CTG
CCTG1186	1258988	1263535	-	b1209,b1208,b1207,b1206	b1206,b1207,b1208,b1209	CTG
CCTG1187	1259007	1260982	-	b1207,b1206,b1206	b1206	CTG
CCTG1188	1259337	1263556	-	b1209,b1208,b1207,b1206,b1209,b1208,b1207	b1207,b1208,b1209	CTG
CCTG1189	1260887	1262177	-	b1208,b1207,b1207	b1207	CTG
CCTG1190	1263583	1265983	+	b1210,b1210,b1211	b1210	CTG
CCTG1191	1263674	1267005	+	b1210,b1211,b1212,b1213,b1210,b1211,b1212	b1210,b1211,b1212	CTG
CCTG1192	1266899	1269067	+	b1213,b1214,b1215	b1213,b1214,b1215	CTG
CCTG1193	1267181	1269699	+	b1213,b1214,b1215,b4420	b1214,b1215,b4420	CTG
CCTG1194	1267854	1269322	+	b1215,b1214,b1215	b1215	CTG
CCTG1195	1267855	1269433	+	b1214,b1215,b4420	b1215,b4420	CTG
CCTG1196	1269168	1269275	-	b4419	b4419	CTG
CCTG1197	1269323	1269389	+	b4420	b4420	CTG
CCTG1198	1269703	1269810	-	b4421	b4421	CTG
CCTG1199	1269858	1269923	+	b4422	b4422	CTG
CCTG1200	1270238	1270345	-	b4423	b4423	CTG
CCTG1201	1270393	1270460	+	b4424	b4424	CTG
CCTG1202	1270401	1271895	-	b1216	b1216	CTG
CCTG1203	1272119	1273202	+	b1217,b1218	b1217,b1218	CTG
CCTG1204	1272422	1273555	+	b1218	b1218	CTG
CCTG1205	1273246	1273599	-	b1219	b1219	CTG
CCTG1206	1273747	1275211	+	b1220	b1220	CTG
CCTG1207	1274922	1277777	-	b1222,b1221	b1221,b1222	CTG
CCTG1208	1276081	1276160	+	ECK125203398	ECK125203398	CTG
CCTG1209	1277821	1280342	+	b1223,b1223,b1224	b1223	CTG
CCTG1210	1279603	1284278	+	b1224,b1225	b1224	CTG
CCTG1211	1279807	1286579	+	b1224,b1225,b1226,b1227	b1224,b1225,b1226,b1227	CTG
CCTG1212	1286709	1286984	+	b1228	b1228	CTG
CCTG1213	1287009	1287328	-	b1230,b1229	b1229,b1230	CTG
CCTG1214	1287009	1287665	-	b1231,b1230,b1229	b1229,b1230,b1231	CTG
CCTG1215	1287066	1287236	-	b4425	b4425	CTG
CCTG1216	1287066	1289177	-	b1233,b1232,b1231,b1230,b4425,b1229	b4425,b1229,b1230,b1231,b1232,b1233	CTG
CCTG1217	1287194	1289175	-	b1233,b1232,b1231,b1230,b4425	b1230,b1231,b1232,b1233	CTG
CCTG1218	1287359	1288809	-	b1233,b1232,b1231,b1232,b1231	b1231,b1232	CTG
CCTG1219	1287782	1288624	-	b1232	b1232	CTG
CCTG1220	1288674	1289177	-	b1233	b1233	CTG
CCTG1221	1288899	1290953	+	b1234,b1235	b1234	CTG
CCTG1222	1289093	1291361	+	b1234,b1235	b1234,b1235	CTG
CCTG1223	1289105	1292406	+	b1234,b1235,b1236	b1234,b1235,b1236	CTG
CCTG1224	1290176	1292396	+	b1235,b1236	b1235,b1236	CTG
CCTG1225	1290220	1291255	+	b1235	b1235	CTG
CCTG1226	1291320	1292507	+	b1236	b1236	CTG
CCTG1227	1291848	1292958	-	b1237	b1237	CTG
CCTG1228	1293492	1295194	+	b1238	b1238	CTG
CCTG1229	1294426	1295322	-	b4573	b4573	CTG
CCTG1230	1295279	1298471	-	b1241	b1241	CTG
CCTG1231	1298514	1298567	+	b4771	b4771	CTG
CCTG1232	1298598	1299245	+	b1242	b1242	CTG
CCTG1233	1298697	1298951	+	ECK125121991	ECK125121991	CTG
CCTG1234	1299567	1300547	+	b4711	b4711	CTG
CCTG1235	1300726	1304573	+	b1243,b1244,b1245	b1243,b1244	CTG
CCTG1236	1300914	1305144	+	b1243,b1244,b1245,b1246	b1243,b1244,b1245	CTG
CCTG1237	1301085	1306768	+	b1243,b1244,b1245,b1246,b1247	b1243,b1244,b1245,b1246,b1247	CTG
CCTG1238	1302806	1306768	+	b1244,b1245,b1246,b1247	b1244,b1245,b1246,b1247	CTG
CCTG1239	1306425	1308673	-	b1249,b1248	b1248,b1249	CTG
CCTG1240	1308788	1308961	+	b4595	b4595	CTG
CCTG1241	1309016	1310269	-	b1250	b1250	CTG
CCTG1242	1310063	1310892	-	b1251,b1250,b1251	b1251	CTG
CCTG1243	1311054	1312087	+	b1252	b1252	CTG
CCTG1244	1311810	1313696	-	b1255,b1254,b1253	b1253,b1254,b1255	CTG
CCTG1245	1311848	1312246	-	b1253	b1253	CTG
CCTG1246	1312260	1313698	-	b1255,b1254	b1254,b1255	CTG
CCTG1247	1313990	1315217	+	b1256	b1256	CTG
CCTG1248	1314668	1315396	-	b1257	b1257	CTG
CCTG1249	1314668	1316092	-	b1259,b1258,b1257	b1257,b1258,b1259	CTG
CCTG1250	1315785	1316092	-	b1259	b1259	CTG
CCTG1251	1316306	1319944	-	b1263,b1262,b1261,b1260,b1262,b1261,b1260	b1260,b1261,b1262	CTG
CCTG1252	1316383	1323108	-	b1265,b1264,b1263,b1262,b1261,b1260	b1260,b1261,b1262,b1263,b1264,b1265	CTG
CCTG1253	1319114	1323345	-	b1265,b1264,b1263,b1262	b1263,b1264,b1265	CTG
CCTG1254	1322975	1323108	-	b1265	b1265	CTG
CCTG1255	1323187	1325439	+	b1266,b1267,b1268	b1266,b1267	CTG
CCTG1256	1323188	1326641	+	b1266,b1267,b1268	b1266,b1267,b1268	CTG
CCTG1257	1323764	1325983	+	b1266,b1267,b1268	b1267	CTG
CCTG1258	1326297	1327909	+	b1268,b1269,b1269	b1269	CTG
CCTG1259	1327187	1329226	-	b1271,b1270	b1270,b1271	CTG
CCTG1260	1329284	1333020	+	b1272,b1272,b1274	b1272	CTG
CCTG1261	1330150	1330714	-	b1273	b1273	CTG
CCTG1262	1330788	1333702	+	b1274	b1274	CTG
CCTG1263	1333760	1335055	+	b1275	b1275	CTG
CCTG1264	1335089	1335703	+	b4522,b4523	b4522,b4523	CTG
CCTG1265	1335424	1338506	+	b4741,b1276	b4741,b1276	CTG
CCTG1266	1335780	1339203	+	b1276	b1276	CTG
CCTG1267	1337977	1339234	-	b1277	b1277	CTG
CCTG1268	1339308	1341710	+	b1278,b1279,b1280	b1278,b1279	CTG
CCTG1269	1339309	1340094	+	b1278	b1278	CTG
CCTG1270	1340135	1342336	+	b1279,b1280,b1279,b1280,b1281	b1279,b1280	CTG
CCTG1271	1340135	1342984	+	b1279,b1280,b1281,b1282	b1279,b1280,b1281,b1282	CTG
CCTG1272	1341869	1343894	+	b1281,b1282	b1281,b1282	CTG
CCTG1273	1343110	1343476	-	b1283	b1283	CTG
CCTG1274	1343353	1344638	-	b4596,b1284	b1284,b4596	CTG
CCTG1275	1343419	1344549	-	b4596,b1284,b1284	b1284	CTG
CCTG1276	1344216	1346787	-	b1285,b4596,b1284	b4596,b1285	CTG
CCTG1277	1344647	1344775	+	b4772	b4772	CTG
CCTG1278	1344757	1346843	-	b1285	b1285	CTG
CCTG1279	1346601	1349129	-	b1286,b1285,b1287,b1286,b1286	b1286	CTG
CCTG1280	1346794	1350132	-	b1287,b1286	b1286,b1287	CTG
CCTG1281	1346796	1346900	+	b4672	b4672	CTG
CCTG1282	1347434	1351121	-	b1288,b1287,b1286	b1287,b1288	CTG
CCTG1283	1348980	1350132	-	b1287	b1287	CTG
CCTG1284	1349125	1349315	+	ECK125203386	ECK125203386	CTG
CCTG1285	1349488	1351121	-	b1288,b1287,b1288	b1288	CTG
CCTG1286	1351407	1351760	-	b1289	b1289	CTG
CCTG1287	1351828	1357110	-	b1294,b1293,b1292,b1291,b1290	b1290,b1291,b1292,b1293,b1294	CTG
CCTG1288	1353224	1357263	-	b1294,b1293,b1292,b1291	b1292,b1293,b1294	CTG
CCTG1289	1354302	1357701	-	b1295,b1294,b1293,b1292	b1293,b1294,b1295	CTG
CCTG1290	1354583	1357699	-	b1295,b1294,b1293	b1294,b1295	CTG
CCTG1291	1354782	1357133	-	b1294,b1293	b1294	CTG
CCTG1292	1357423	1357668	-	b1295	b1295	CTG
CCTG1293	1357749	1360995	-	b1297,b1296	b1296,b1297	CTG
CCTG1294	1357802	1359373	-	b4742,b1296	b1296,b4742	CTG
CCTG1295	1357802	1360968	-	b1297,b4742,b1296	b1296,b4742,b1297	CTG
CCTG1296	1358569	1360967	-	b1297,b1296	b1297	CTG
CCTG1297	1361051	1363049	+	b1298,b1299,b1300	b1298,b1299	CTG
CCTG1298	1361052	1366815	+	b1298,b1299,b1300,b1301,b1302	b1298,b1299,b1300,b1301,b1302	CTG
CCTG1299	1361666	1364663	+	b1298,b1299,b1300,b1301	b1299,b1300	CTG
CCTG1300	1362728	1366815	+	b1300,b1301,b1302	b1300,b1301,b1302	CTG
CCTG1301	1366818	1368040	-	b1303	b1303	CTG
CCTG1302	1368037	1370043	+	b1304,b1305,b1306,b1307,b1308	b1304,b1305,b1306,b1307,b1308	CTG
CCTG1303	1368566	1369889	+	b1304,b1305,b1306,b1307,b1308	b1305,b1306,b1307	CTG
CCTG1304	1368801	1370003	+	b1305,b1306,b1307,b1308	b1305,b1306,b1307,b1308	CTG
CCTG1305	1369689	1370003	+	b1308	b1308	CTG
CCTG1306	1370216	1382852	+	b1309,b1310,b1311,b1312,b1313,b1314,b1315,b1316,b1317,b1318,b4524,b1319	b1309,b1310,b1311,b1312,b1313,b1314,b1315,b1316,b1317,b1318,b4524,b1319	CTG
CCTG1307	1381947	1382852	+	b1319	b1319	CTG
CCTG1308	1382801	1383989	-	b1320	b1320	CTG
CCTG1309	1383917	1386323	+	b1321,b1322	b1321	CTG
CCTG1310	1384069	1388294	+	b1321,b1322,b1323	b1321,b1322,b1323	CTG
CCTG1311	1384070	1387249	+	b1321,b1322,b1323,b1321,b1322	b1321,b1322	CTG
CCTG1312	1386690	1388301	+	b1323	b1323	CTG
CCTG1313	1386690	1390247	+	b1323,b1325	b1323,b1325	CTG
CCTG1314	1387893	1388844	-	b1324	b1324	CTG
CCTG1315	1388874	1389895	+	b1325	b1325	CTG
CCTG1316	1389555	1390623	-	b1326	b1326	CTG
CCTG1317	1389870	1390862	-	b4525,b1326	b1326,b4525	CTG
CCTG1318	1389870	1392072	-	b1327,b4673,b4525,b1326	b1326,b4525,b4673,b1327	CTG
CCTG1319	1390933	1392072	-	b1327	b1327	CTG
CCTG1320	1391991	1392890	+	b1328	b1328	CTG
CCTG1321	1393117	1395414	+	b1329	b1329	CTG
CCTG1322	1394891	1395973	-	b1330	b1330	CTG
CCTG1323	1396084	1397655	+	b1331,b1332	b1331,b1332	CTG
CCTG1324	1396112	1397092	+	b1331	b1331	CTG
CCTG1325	1396435	1399552	-	b1334,b1333	b1333,b1334	CTG
CCTG1326	1397328	1398306	+	b1332	b1332	CTG
CCTG1327	1397348	1398659	-	b1333	b1333	CTG
CCTG1328	1398544	1399552	-	b1334,b1333,b1334	b1334	CTG
CCTG1329	1399721	1400284	-	b1335	b1335	CTG
CCTG1330	1399721	1404565	-	b1338,b1337,b1336,b1335	b1335,b1336,b1337,b1338	CTG
CCTG1331	1404741	1405693	+	b1339	b1339	CTG
CCTG1332	1405657	1405751	-	b4426	b4426	CTG
CCTG1333	1405955	1406958	+	b1340	b1340	CTG
CCTG1334	1406563	1407795	-	b1341	b1341	CTG
CCTG1335	1407960	1409228	+	b1342,b4699,b1342	b1342	CTG
CCTG1336	1407960	1409249	+	b1342,b4699	b1342,b4699	CTG
CCTG1337	1407989	1408036	+	b4773	b4773	CTG
CCTG1338	1409129	1409249	+	b4699	b4699	CTG
CCTG1339	1409308	1409481	+	b4743	b4743	CTG
CCTG1340	1409511	1410884	+	b1343	b1343	CTG
CCTG1341	1410769	1412160	-	b1345,b1344,b1344	b1344	CTG
CCTG1342	1412000	1417386	-	b1350,b1349,b1348,b1347,b1346,b1345	b1345,b1346,b1347,b1348,b1349,b1350	CTG
CCTG1343	1413556	1413734	+	b4714	b4714	CTG
CCTG1344	1417488	1417763	-	b1351	b1351	CTG
CCTG1345	1417838	1418229	-	b1352,b4526	b4526,b1352	CTG
CCTG1346	1418671	1419159	+	b1353	b1353	CTG
CCTG1347	1419156	1419456	-	b1355,b4527	b4527,b1355	CTG
CCTG1348	1419678	1420241	-	b1356	b1356	CTG
CCTG1349	1420365	1423644	+	b1357,b1358,b1359,b1360,b1361,b1362	b1357,b1358,b1359,b1360,b1361,b1362	CTG
CCTG1350	1423400	1423585	+	b4528	b4528	CTG
CCTG1351	1423782	1425239	+	b1363	b1363	CTG
CCTG1352	1425377	1425980	+	b1365,b1366	b1365,b1366	CTG
CCTG1353	1426454	1427482	+	b1368,b4570	b1368	CTG
CCTG1354	1427389	1428984	+	b4570	b4570	CTG
CCTG1355	1427400	1428753	-	b1370	b1370	CTG
CCTG1356	1429049	1432986	+	b1372,b1373	b1372,b1373	CTG
CCTG1357	1433084	1433674	-	b1374	b1374	CTG
CCTG1358	1433991	1434224	-	b1375	b1375	CTG
CCTG1359	1434293	1434406	-	b4744	b4744	CTG
CCTG1360	1434958	1435008	-	b4638	b4638	CTG
CCTG1361	1435185	1435641	-	b1376	b1376	CTG
CCTG1362	1435760	1437013	-	b1377	b1377	CTG
CCTG1363	1435760	1440846	-	b1378,b1377	b1377,b1378	CTG
CCTG1364	1437054	1440845	-	b1378	b1378	CTG
CCTG1365	1437121	1437229	+	b4427	b4427	CTG
CCTG1366	1440805	1442981	-	b1380,b1379	b1379,b1380	CTG
CCTG1367	1441029	1441324	+	b4529	b4529	CTG
CCTG1368	1441321	1441780	-	b1379	b1379	CTG
CCTG1369	1441513	1442915	-	b1380,b1379,b1380	b1380	CTG
CCTG1370	1443007	1446382	+	b1381,b1382,b1383	b1381,b1382,b1383	CTG
CCTG1371	1446378	1447394	-	b1384	b1384	CTG
CCTG1372	1447370	1449063	+	b1385	b1385	CTG
CCTG1373	1449076	1451409	-	b1386	b1386	CTG
CCTG1374	1451597	1453670	-	b1387	b1387	CTG
CCTG1375	1453865	1463438	+	b1388,b1389,b1390,b1391,b1392,b1393,b1394,b1395,b1396,b1397,b1398	b1388,b1389,b1390,b1391,b1392,b1393,b1394,b1395,b1396,b1397,b1398	CTG
CCTG1376	1460644	1462098	+	b1397	b1397	CTG
CCTG1377	1461405	1464598	+	b1397,b1398,b1399,b1400	b1398,b1399	CTG
CCTG1378	1461405	1465091	+	b1397,b1398,b1399,b1400	b1398,b1399,b1400	CTG
CCTG1379	1463509	1465129	+	b1399,b1400	b1399,b1400	CTG
CCTG1380	1465165	1465230	-	b4674	b4674	CTG
CCTG1381	1465392	1474013	+	b4492	b4492	CTG
CCTG1382	1467921	1469149	-	b1403,ECK120023918,b1402	ECK120023918,b1402,b1403	CTG
CCTG1383	1469358	1470509	+	b1404	b1404	CTG
CCTG1384	1474188	1475329	+	b1406,b1407,b1406	b1406	CTG
CCTG1385	1475066	1477450	+	b1407	b1407	CTG
CCTG1386	1477597	1482201	+	b1408,b1409,b1410,b1411	b1408,b1409,b1410,b1411	CTG
CCTG1387	1482057	1482904	-	b1412	b1412	CTG
CCTG1388	1483013	1487023	+	b1413	b1413	CTG
CCTG1389	1487167	1489640	+	b1414,b1414,b1415	b1414	CTG
CCTG1390	1487167	1489922	+	b1414,b1415	b1414,b1415	CTG
CCTG1391	1488190	1490481	+	b1415	b1415	CTG
CCTG1392	1489461	1490752	-	b4493	b4493	CTG
CCTG1393	1490875	1492978	+	b1418,b1419,b4429,b1418,b1419,b4429,b1421	b1418,b1419,b4429	CTG
CCTG1394	1490902	1491432	+	b1418	b1418	CTG
CCTG1395	1491443	1491506	-	b4597	b4597	CTG
CCTG1396	1491677	1491850	+	b1419	b1419	CTG
CCTG1397	1491876	1491944	+	b4774	b4774	CTG
CCTG1398	1491922	1492071	-	b4428	b4428	CTG
CCTG1399	1491962	1492129	-	b1420	b1420	CTG
CCTG1400	1492119	1492174	+	b4429	b4429	CTG
CCTG1401	1492439	1494110	+	b1421	b1421	CTG
CCTG1402	1493708	1495159	-	b1422	b1422	CTG
CCTG1403	1495288	1496631	+	b1423	b1423	CTG
CCTG1404	1496778	1498551	+	b1424	b1424	CTG
CCTG1405	1496778	1499275	+	b1424,b1426,b1427	b1424,b1426	CTG
CCTG1406	1496778	1499709	+	b1424,b1426,b1427	b1424,b1426,b1427	CTG
CCTG1407	1498651	1498875	+	b1426	b1426	CTG
CCTG1408	1498743	1499616	+	b1427	b1427	CTG
CCTG1409	1499469	1500449	-	b1428	b1428	CTG
CCTG1410	1500482	1501975	+	b1429,b1430	b1429	CTG
CCTG1411	1500535	1502742	+	b1429,b1430,b1431,b1429,b1430	b1429,b1430	CTG
CCTG1412	1502347	1504735	+	b1431,b1432,b1431	b1431	CTG
CCTG1413	1502347	1504913	+	b1431,b1432	b1431,b1432	CTG
CCTG1414	1503656	1504906	+	b1432	b1432	CTG
CCTG1415	1504905	1506080	-	b1433	b1433	CTG
CCTG1416	1506150	1508614	+	b1434,b1434,b1435	b1434	CTG
CCTG1417	1506153	1508816	+	b1434,b1435	b1434,b1435	CTG
CCTG1418	1506756	1509066	+	b1435	b1435	CTG
CCTG1419	1508834	1509064	-	b1436	b1436	CTG
CCTG1420	1509220	1511282	+	b4532,b1438,b1439,b4532,b1438	b4532,b1438	CTG
CCTG1421	1509977	1511428	+	b1439	b1439	CTG
CCTG1422	1511599	1517002	+	b1440,b1441,b1442,b1443,b1444	b1440,b1441,b1442,b1443,b1444	CTG
CCTG1423	1515578	1517002	+	b1444	b1444	CTG
CCTG1424	1517099	1517194	-	b4598	b4598	CTG
CCTG1425	1517318	1518873	-	b1448,b1447	b1447,b1448	CTG
CCTG1426	1517389	1517562	+	b1445	b1445	CTG
CCTG1427	1517611	1518139	+	b1446	b1446	CTG
CCTG1428	1518998	1520565	+	b1449,b1450,b1449	b1449	CTG
CCTG1429	1520262	1520927	+	b1450	b1450	CTG
CCTG1430	1520566	1523094	-	b1451	b1451	CTG
CCTG1431	1523226	1525615	+	b1452	b1452	CTG
CCTG1432	1524481	1526020	-	b1453	b1453	CTG
CCTG1433	1526228	1526864	+	b1454	b1454	CTG
CCTG1434	1526940	1527152	+	b1455	b1455	CTG
CCTG1435	1527890	1530404	+	b1456,b1457	b1456,b1457	CTG
CCTG1436	1530319	1530504	-	b4745	b4745	CTG
CCTG1437	1530586	1531639	+	b1459	b1459	CTG
CCTG1438	1531816	1532952	+	b1460	b1460	CTG
CCTG1439	1533052	1533285	+	b1461	b1461	CTG
CCTG1440	1533282	1533851	-	b1462	b1462	CTG
CCTG1441	1534000	1535254	+	b1463	b1463	CTG
CCTG1442	1534815	1535876	-	b1464	b1464	CTG
CCTG1443	1535937	1538687	-	b1466,b1465	b1465,b1466	CTG
CCTG1444	1535937	1542590	-	b1468,b1467,b1466,b1465	b1465,b1466,b1467,b1468	CTG
CCTG1445	1542672	1544163	-	b1469	b1469	CTG
CCTG1446	1544384	1546028	-	b1472,b1471,b1470	b1470,b1471,b1472	CTG
CCTG1447	1546129	1547205	-	b1473	b1473	CTG
CCTG1448	1547371	1551208	+	b1474,b1475	b1474	CTG
CCTG1449	1547372	1551991	+	b1474,b1475,b1476	b1474,b1475,b1476	CTG
CCTG1450	1551921	1552712	-	b1477	b1477	CTG
CCTG1451	1552238	1555739	-	b1479,b1478,b1477	b1477,b1478,b1479	CTG
CCTG1452	1552489	1555739	-	b1479,b1478,b1477	b1478,b1479	CTG
CCTG1453	1552828	1553838	-	b1478	b1478	CTG
CCTG1454	1553936	1555739	-	b1479	b1479	CTG
CCTG1455	1555760	1556048	-	b1480	b1480	CTG
CCTG1456	1555826	1556340	-	b1481,b1480	b1480,b1481	CTG
CCTG1457	1556596	1557537	+	b1482	b1482	CTG
CCTG1458	1557112	1563249	-	b1488,b1487,b1486,b1485,b1484,b1483	b1483,b1484,b1485,b1486,b1487,b1488	CTG
CCTG1459	1563276	1567140	-	b1490,b1489	b1489,b1490	CTG
CCTG1460	1564025	1567290	-	b1490,b1489	b1490	CTG
CCTG1461	1565689	1568850	-	b1491,b1490,b1489	b1490,b1491	CTG
CCTG1462	1566347	1568850	-	b1491,b1490,b1491	b1491	CTG
CCTG1463	1567178	1567219	-	b4746	b4746	CTG
CCTG1464	1568898	1572073	-	b1493,b1492	b1492,b1493	CTG
CCTG1465	1568904	1570489	-	b1492	b1492	CTG
CCTG1466	1572407	1575202	-	b1494	b1494	CTG
CCTG1467	1575247	1579342	-	b1496,b1495	b1495,b1496	CTG
CCTG1468	1575847	1579348	-	b1496,b1495	b1496	CTG
CCTG1469	1579545	1579667	+	b4747	b4747	CTG
CCTG1470	1579633	1580790	-	b1497	b1497	CTG
CCTG1471	1579633	1582554	-	b1498,b1497	b1497,b1498	CTG
