tfbs_id	start	stop	TF_name	TF_bnumber	effect	evidence	confidence	type	alt_id	Zika_gene_id
CTFBS316	657178	657200	CRP	b3357	+	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[CV(GEA/SM)|C|cross validation(GEA/SM)],[CV(GEA)|C|cross validation(GEA)],[CV(SM)|C|cross validation(SM)],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK125141209	35
CTFBS317	687935	687953	FlhDC	b1891	+	[GEA|W|Gene expression analysis],[CV(GEA)|C|cross validation(GEA)],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK120016745	77
CTFBS318	687935	687953	FlhDC	b1892	+	[GEA|W|Gene expression analysis],[CV(GEA)|C|cross validation(GEA)],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK120016745	78
CTFBS319	687950	687966	FlhDC	b1891	+	[GEA|W|Gene expression analysis],[CV(GEA)|C|cross validation(GEA)],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK120016747	77
CTFBS320	687950	687966	FlhDC	b1892	+	[GEA|W|Gene expression analysis],[CV(GEA)|C|cross validation(GEA)],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK120016747	78
CTFBS321	703198	703214	PhoP	b1130	+	[GEA|W|Gene expression analysis],[CV(GEA)|C|cross validation(GEA)],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK120015661	167
CTFBS322	703704	703726	NagC	b0676	-	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[CV(SM)|C|cross validation(SM)],[BPP|S|Binding of purified proteins]	Confirmed	TFBS	ECK120011913	147
CTFBS323	703768	703789	CRP	b3357	+	[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[CV(GEA)|C|cross validation(GEA)],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK120011916	35
CTFBS324	703768	703789	CRP	b3357	-	[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[CV(GEA)|C|cross validation(GEA)],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK120011916	35
CTFBS325	703798	703820	NagC	b0676	-	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[CV(SM)|C|cross validation(SM)],[BPP|S|Binding of purified proteins]	Confirmed	TFBS	ECK120011910	147
CTFBS326	703802	703823	CRP	b3357	+	[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	Strong	TFBS	ECK120015669	35
CTFBS327	703802	703823	CRP	b3357	-	[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	Strong	TFBS	ECK120015669	35
CTFBS328	707980	708004	NagC	b0676	-	[GEA|W|Gene expression analysis],[BPP|S|Binding of purified proteins]	Strong	TFBS	ECK125166121	147
CTFBS329	708203	708225	NagC	b0676	-	[GEA|W|Gene expression analysis],[CV(GEA)|C|cross validation(GEA)],[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK125134894	147
CTFBS330	710708	710726	Fur	b0683	-	[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	Strong	TFBS	ECK120033927	84
CTFBS331	710714	710732	Fur	b0683	-	[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	Strong	TFBS	ECK120013496	84
CTFBS332	710783	710804	CRP	b3357	+	[SM|S|Site mutation],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	Strong	TFBS	ECK120013025	35
CTFBS333	710861	710877	OxyR	b3961	+	[GEA|W|Gene expression analysis],[CV(GEA)|C|cross validation(GEA)],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK125108969	161
CTFBS334	710881	710900	SoxS	b4062	+	[CE||ChIP-exo evidence],[IHBCE|W|Inferred by a human based on computational evidence],[BPP|S|Binding of purified proteins],[RE||RNA-seq evidence]	Strong	TFBS	ECK120012581	199
CTFBS335	710883	710899	OxyR	b3961	+	[GEA|W|Gene expression analysis],[IHBCE|W|Inferred by a human based on computational evidence],[CEUMA||ChIP-exo evidence used in manual assertion],[CV(GEA)|C|cross validation(GEA)],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[CV(GEA)|S|cross validation(GEA)],[RE||RNA-seq evidence]	Confirmed	TFBS	ECK120011304	161
CTFBS336	711573	711592	SoxS	b4062	+	[GEA|W|Gene expression analysis],[IHBCE|W|Inferred by a human based on computational evidence],[CEUMA||ChIP-exo evidence used in manual assertion],[CV(GEA)|C|cross validation(GEA)],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[CV(GEA)|S|cross validation(GEA)],[RE||RNA-seq evidence]	Confirmed	TFBS	ECK120011300	199
CTFBS337	728904	728921	KdpE	b0694	+	[CV(GEA/SM/GS)|C|cross validation(GEA/SM/GS)],[GEA|W|Gene expression analysis],[SM|S|Site mutation],[CV(GEA/SM)|C|cross validation(GEA/SM)],[CV(GEA/GS)|C|cross validation(GEA/GS)],[CV(GEA)|C|cross validation(GEA)],[CV(SM)|C|cross validation(SM)],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GS|W|genomic SELEX],[CV(GEA)|S|cross validation(GEA)],[CV(GEA/GS)|S|cross validation(GEA/GS)]	Confirmed	TFBS	ECK120012760	114
CTFBS338	739436	739455	LexA	b4043	-	[GEA|W|Gene expression analysis],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[CV(GEA)|S|cross validation(GEA)]	Strong	TFBS	ECK120013837	117
CTFBS339	754740	754754	ArcA	b4401	+	[GEA|W|Gene expression analysis],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[CV(GEA)|S|cross validation(GEA)]	Strong	TFBS	ECK120013699	14
CTFBS340	754807	754821	ArcA	b4401	-	[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[CV(GEA)|S|cross validation(GEA)]	Strong	TFBS	ECK120013003	14
CTFBS341	754814	754828	ArcA	b4401	+	[GEA|W|Gene expression analysis],[BPP|S|Binding of purified proteins]	Strong	TFBS	ECK120013701	14
CTFBS342	754831	754843	IHF	b0912	+	[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[AIBSCS|W|Automated inference based on similarity to consensus sequences],[CV(GEA)|S|cross validation(GEA)]	Strong	TFBS	ECK120013876	110
CTFBS343	754831	754843	IHF	b1712	+	[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[AIBSCS|W|Automated inference based on similarity to consensus sequences],[CV(GEA)|S|cross validation(GEA)]	Strong	TFBS	ECK120013876	109
CTFBS344	754864	754886	CRP	b3357	+	[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[AIBSCS|W|Automated inference based on similarity to consensus sequences],[CV(GEA)|S|cross validation(GEA)]	Strong	TFBS	ECK120013033	35
CTFBS345	754915	754933	Fur	b0683	+	[GEA|W|Gene expression analysis],[AIBSCS|W|Automated inference based on similarity to consensus sequences],[CV(GEA)|S|cross validation(GEA)]	Strong	TFBS	ECK120016058	84
CTFBS346	754919	754933	ArcA	b4401	-	[GEA|W|Gene expression analysis],[CV(GEA)|C|cross validation(GEA)],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK120013705	14
CTFBS347	754924	754938	ArcA	b4401	-	[GEA|W|Gene expression analysis],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[CV(GEA)|S|cross validation(GEA)]	Strong	TFBS	ECK120012996	14
CTFBS348	755207	755221	ArcA	b4401	-	[GEA|W|Gene expression analysis],[BPP|S|Binding of purified proteins]	Strong	TFBS	ECK120013703	14
CTFBS349	765890	765911	MngR	b0730	-	[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	Strong	TFBS	ECK120013375	137
CTFBS350	765934	765955	MngR	b0730	-	[GEA|W|Gene expression analysis],[CV(GEA)|C|cross validation(GEA)],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK120013373	137
CTFBS351	770848	770862	ArcA	b4401	+	[GEA|W|Gene expression analysis],[AIBSCS|W|Automated inference based on similarity to consensus sequences],[CV(GEA)|S|cross validation(GEA)]	Strong	TFBS	ECK120012007	14
CTFBS352	770859	770873	ArcA	b4401	+	[GEA|W|Gene expression analysis],[AIBSCS|W|Automated inference based on similarity to consensus sequences],[CV(GEA)|S|cross validation(GEA)]	Strong	TFBS	ECK120012005	14
CTFBS353	770870	770884	ArcA	b4401	+	[GEA|W|Gene expression analysis],[CV(GEA)|C|cross validation(GEA)],[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK120012003	14
CTFBS354	771079	771093	ArcA	b4401	+	[BCE|W|Binding of cellular extracts],[GEA|W|Gene expression analysis],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[CV(GEA)|S|cross validation(GEA)]	Strong	TFBS	ECK120013841	14
CTFBS355	771110	771123	FNR	b1334	+	[GEA|W|Gene expression analysis],[CV(GEA)|C|cross validation(GEA)],[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK120011609	79
CTFBS356	771110	771123	FNR	b1334	-	[GEA|W|Gene expression analysis],[CV(GEA)|C|cross validation(GEA)],[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK120011609	79
CTFBS357	771162	771175	FNR	b1334	-	[GEA|W|Gene expression analysis],[CV(GEA)|C|cross validation(GEA)],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK120011600	79
CTFBS358	771199	771213	ArcA	b4401	+	[GEA|W|Gene expression analysis],[CV(GEA)|C|cross validation(GEA)],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK120013860	14
CTFBS359	771225	771242	Cra	b0080	+	[GEA|W|Gene expression analysis],[CV(GEA)|C|cross validation(GEA)],[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK125141987	81
CTFBS360	771254	771271	Cra	b0080	+	[GEA|W|Gene expression analysis],[CV(GEA)|C|cross validation(GEA)],[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK125141988	81
CTFBS361	771297	771311	ArcA	b4401	+	[GEA|W|Gene expression analysis],[AIBSCS|W|Automated inference based on similarity to consensus sequences],[CV(GEA)|S|cross validation(GEA)]	Strong	TFBS	ECK120012001	14
CTFBS362	785544	785561	TyrR	b1323	-	[SM|S|Site mutation],[CV(SM)|C|cross validation(SM)],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	Confirmed	TFBS	ECK120012634	209
CTFBS363	785546	785560	CpxR	b3912	+	[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	Strong	TFBS	ECK120029882	33
CTFBS364	787618	787636	Fur	b0683	-	[GEA|W|Gene expression analysis],[AIBSCS|W|Automated inference based on similarity to consensus sequences],[CV(GEA)|S|cross validation(GEA)]	Strong	TFBS	ECK120011699	84
CTFBS365	787621	787639	Fur	b0683	-	[GEA|W|Gene expression analysis],[CV(GEA)|C|cross validation(GEA)],[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK120011701	84
CTFBS366	792022	792037	GalS	b2151	-	[GEA|W|Gene expression analysis],[CV(GEA)|C|cross validation(GEA)],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK120016493	89
CTFBS367	792028	792043	GalR	b2837	-	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[CV(GEA/SM)|C|cross validation(GEA/SM)],[CV(GEA)|C|cross validation(GEA)],[CV(SM)|C|cross validation(SM)],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK120012718	88
CTFBS368	792059	792092	HU	b0440	-	[GEA|W|Gene expression analysis],[BPP|S|Binding of purified proteins]	Strong	TFBS	ECK120019293	53
CTFBS369	792059	792092	HU	b4000	-	[GEA|W|Gene expression analysis],[BPP|S|Binding of purified proteins]	Strong	TFBS	ECK120019293	52
CTFBS370	792064	792097	HU	b0440	-	[GEA|W|Gene expression analysis],[BPP|S|Binding of purified proteins]	Strong	TFBS	ECK120019292	53
CTFBS371	792064	792097	HU	b4000	-	[GEA|W|Gene expression analysis],[BPP|S|Binding of purified proteins]	Strong	TFBS	ECK120019292	52
CTFBS372	792076	792090	H-NS	b1237	-	[BPP|S|Binding of purified proteins]	Strong	TFBS	ECK120012549	103
CTFBS373	792092	792106	H-NS	b1237	-	[BPP|S|Binding of purified proteins]	Strong	TFBS	ECK120012551	103
CTFBS374	792110	792124	H-NS	b1237	-	[BPP|S|Binding of purified proteins]	Strong	TFBS	ECK120012553	103
CTFBS375	792112	792133	CRP	b3357	+	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[CV(GEA/SM)|C|cross validation(GEA/SM)],[CV(GEA)|C|cross validation(GEA)],[CV(SM)|C|cross validation(SM)],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK120012710	35
CTFBS376	792112	792133	CRP	b3357	-	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[CV(GEA/SM)|C|cross validation(GEA/SM)],[CV(GEA)|C|cross validation(GEA)],[CV(SM)|C|cross validation(SM)],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK120012710	35
CTFBS377	792121	792135	H-NS	b1237	-	[BPP|S|Binding of purified proteins]	Strong	TFBS	ECK120012555	103
CTFBS378	792134	792149	GalS	b2151	+	[GEA|W|Gene expression analysis],[CV(GEA)|C|cross validation(GEA)],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK125258474	89
CTFBS379	792134	792149	GalS	b2151	-	[GEA|W|Gene expression analysis],[CV(GEA)|C|cross validation(GEA)],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK125258474	89
CTFBS380	792134	792149	GalR	b2837	+	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[CV(GEA/SM)|C|cross validation(GEA/SM)],[CV(GEA)|C|cross validation(GEA)],[CV(SM)|C|cross validation(SM)],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK125258474	88
CTFBS381	792134	792149	GalR	b2837	-	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[CV(GEA/SM)|C|cross validation(GEA/SM)],[CV(GEA)|C|cross validation(GEA)],[CV(SM)|C|cross validation(SM)],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK125258474	88
CTFBS382	794701	794720	MarA	b1531	+	[IHBCE|W|Inferred by a human based on computational evidence],[GEA|W|Gene expression analysis],[CV(GEA)|S|cross validation(GEA)]	Strong	TFBS	ECK125158232	126
CTFBS383	794701	794720	SoxS	b4062	+	[IHBCE|W|Inferred by a human based on computational evidence],[GEA|W|Gene expression analysis],[CV(GEA)|S|cross validation(GEA)]	Strong	TFBS	ECK125158232	199
CTFBS384	794701	794720	Rob	b4396	+	[IHBCE|W|Inferred by a human based on computational evidence],[GEA|W|Gene expression analysis],[CV(GEA)|S|cross validation(GEA)]	Strong	TFBS	ECK125158232	185
CTFBS385	794989	795010	CRP	b3357	+	[GEA|W|Gene expression analysis],[AIBSCS|W|Automated inference based on similarity to consensus sequences],[CV(GEA)|S|cross validation(GEA)]	Strong	TFBS	ECK120016846	35
CTFBS386	795046	795069	ModE	b0761	-	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[CV(SM)|C|cross validation(SM)],[BPP|S|Binding of purified proteins]	Confirmed	TFBS	ECK120015804	139
CTFBS387	809262	809302	BirA	b3973	-	[SM|S|Site mutation]	Strong	TFBS	ECK120012649	24
CTFBS388	813107	813115	DnaA	b3702	-	[GEA|W|Gene expression analysis],[ICA|W|Inferred by computational analysis],[CV(GEA)|C|cross validation(GEA)],[BPP|S|Binding of purified proteins],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK125285730	62
CTFBS389	813120	813136	LexA	b4043	-	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[ICA|W|Inferred by computational analysis],[CV(GEA/SM)|C|cross validation(GEA/SM)],[CV(GEA)|C|cross validation(GEA)],[CV(SM)|C|cross validation(SM)],[BPP|S|Binding of purified proteins],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK125285577	117
CTFBS390	813121	813129	DnaA	b3702	-	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[ICA|W|Inferred by computational analysis],[CV(GEA/SM)|C|cross validation(GEA/SM)],[CV(GEA)|C|cross validation(GEA)],[CV(SM)|C|cross validation(SM)],[BPP|S|Binding of purified proteins],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK125285728	62
CTFBS391	813133	813141	DnaA	b3702	-	[GEA|W|Gene expression analysis],[ICA|W|Inferred by computational analysis],[CV(GEA)|C|cross validation(GEA)],[BPP|S|Binding of purified proteins],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK125285669	62
CTFBS392	813234	813250	LexA	b4043	-	[GEA|W|Gene expression analysis],[ICA|W|Inferred by computational analysis],[CV(GEA)|C|cross validation(GEA)],[BPP|S|Binding of purified proteins],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK125285647	117
CTFBS393	813287	813303	LexA	b4043	-	[GEA|W|Gene expression analysis],[ICA|W|Inferred by computational analysis],[CV(GEA)|C|cross validation(GEA)],[BPP|S|Binding of purified proteins],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK125285701	117
CTFBS394	813310	813318	DnaA	b3702	-	[GEA|W|Gene expression analysis],[ICA|W|Inferred by computational analysis],[CV(GEA)|C|cross validation(GEA)],[BPP|S|Binding of purified proteins],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK125285720	62
CTFBS395	813330	813338	DnaA	b3702	-	[GEA|W|Gene expression analysis],[ICA|W|Inferred by computational analysis],[CV(GEA)|C|cross validation(GEA)],[BPP|S|Binding of purified proteins],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK125285617	62
CTFBS396	813377	813385	DnaA	b3702	-	[GEA|W|Gene expression analysis],[ICA|W|Inferred by computational analysis],[CV(GEA)|C|cross validation(GEA)],[BPP|S|Binding of purified proteins],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK125285727	62
CTFBS397	813434	813450	LexA	b4043	-	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[ICA|W|Inferred by computational analysis],[CV(GEA/SM)|C|cross validation(GEA/SM)],[CV(GEA)|C|cross validation(GEA)],[CV(SM)|C|cross validation(SM)],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK125285685	117
CTFBS398	813442	813450	DnaA	b3702	-	[GEA|W|Gene expression analysis],[ICA|W|Inferred by computational analysis],[CV(GEA)|C|cross validation(GEA)],[BPP|S|Binding of purified proteins],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK125285714	62
CTFBS399	816781	816794	FNR	b1334	+	[GEA|W|Gene expression analysis],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[CV(GEA)|S|cross validation(GEA)]	Strong	TFBS	ECK120011231	79
CTFBS400	816845	816868	ModE	b0761	+	[GEA|W|Gene expression analysis],[BPP|S|Binding of purified proteins]	Strong	TFBS	ECK120020649	139
CTFBS401	817019	817037	CueR	b0487	-	[GEA|W|Gene expression analysis],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[CV(GEA)|S|cross validation(GEA)]	Strong	TFBS	ECK120015256	47
CTFBS402	819852	819866	YjjQ	b4365	-	[GEA|W|Gene expression analysis],[AIBSCS|W|Automated inference based on similarity to consensus sequences],[CV(GEA)|S|cross validation(GEA)]	Strong	TFBS	ECK125228845	288
CTFBS403	830658	830678	CecR	b0796	-	[GEA|W|Gene expression analysis],[CV(GEA/GS)|C|cross validation(GEA/GS)],[CV(GEA)|C|cross validation(GEA)],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GS|W|genomic SELEX],[CV(GEA)|S|cross validation(GEA)],[CV(GEA/GS)|S|cross validation(GEA/GS)]	Confirmed	TFBS	ECK125230707	229
CTFBS404	833036	833055	LexA	b4043	-	[GEA|W|Gene expression analysis],[CV(GEA)|C|cross validation(GEA)],[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK120015620	117
CTFBS405	841796	841817	CRP	b3357	+	[GEA|W|Gene expression analysis],[AIBSCS|W|Automated inference based on similarity to consensus sequences],[CV(GEA)|S|cross validation(GEA)]	Strong	TFBS	ECK120016038	35
CTFBS406	848088	848100	IHF	b0912	+	[SM|S|Site mutation],[CV(SM)|C|cross validation(SM)],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	Confirmed	TFBS	ECK120013505	110
CTFBS407	848088	848100	IHF	b1712	+	[SM|S|Site mutation],[CV(SM)|C|cross validation(SM)],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	Confirmed	TFBS	ECK120013505	109
CTFBS408	848118	848134	NtrC	b3868	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	Strong	TFBS	ECK120013509	158
CTFBS409	848148	848164	NtrC	b3868	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	Strong	TFBS	ECK120013507	158
CTFBS410	848161	848177	NtrC	b3868	+	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	Strong	TFBS	ECK120013139	158
CTFBS411	848174	848190	NtrC	b3868	-	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	Strong	TFBS	ECK120013511	158
CTFBS412	848943	848953	H-NS	b1237	-	[GEA|W|Gene expression analysis],[CV(GEA)|C|cross validation(GEA)],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK120035016	103
CTFBS413	848953	848967	Fis	b3261	-	[GEA|W|Gene expression analysis],[CV(GEA)|C|cross validation(GEA)],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK120035014	76
CTFBS414	848957	848978	MntR	b0817	-	[GEA|W|Gene expression analysis],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[CV(GEA)|S|cross validation(GEA)]	Strong	TFBS	ECK125141142	138
CTFBS415	848969	848983	Fis	b3261	-	[GEA|W|Gene expression analysis],[CV(GEA)|C|cross validation(GEA)],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[CV(GEA)|S|cross validation(GEA)]	Confirmed	TFBS	ECK120035012	76
