promoter_id	start	stop	strand	type
CPROM5631	1110416	1110416	+	Promoter
CPROM5632	1111377	1111377	+	Promoter
CPROM5633	1111534	1111534	-	Promoter
CPROM5634	1111711	1111711	-	Promoter
CPROM5635	1111851	1111851	+	Promoter
CPROM5636	1112020	1112020	+	Promoter
CPROM5637	1112050	1112050	-	Promoter
CPROM5638	1113439	1113439	-	Promoter
CPROM5639	1113641	1113643	+	Promoter
CPROM5640	1113932	1113933	-	Promoter
CPROM5641	1114212	1114213	-	Promoter
CPROM5642	1114553	1114554	+	Promoter
CPROM5643	1114960	1114960	+	Promoter
CPROM5644	1115544	1115544	-	Promoter
CPROM5645	1115731	1115731	-	Promoter
CPROM5646	1115730	1115730	+	Promoter
CPROM5647	1115833	1115833	+	Promoter
CPROM5648	1116018	1116018	-	Promoter
CPROM5649	1116427	1116427	-	Promoter
CPROM5650	1116605	1116605	-	Promoter
CPROM5651	1116615	1116615	-	Promoter
CPROM5652	1116656	1116656	-	Promoter
CPROM5653	1116706	1116709	-	Promoter
CPROM5654	1116736	1116738	+	Promoter
CPROM5655	1116770	1116773	+	Promoter
CPROM5656	1116781	1116781	+	Promoter
CPROM5657	1116803	1116806	-	Promoter
CPROM5658	1116927	1116928	+	Promoter
CPROM5659	1117671	1117671	-	Promoter
CPROM5660	1117855	1117855	-	Promoter
CPROM5661	1118086	1118086	-	Promoter
CPROM5662	1118224	1118224	-	Promoter
CPROM5663	1118260	1118260	-	Promoter
CPROM5664	1118495	1118495	+	Promoter
CPROM5665	1118747	1118747	-	Promoter
CPROM5666	1119071	1119072	-	Promoter
CPROM5667	1119644	1119644	-	Promoter
CPROM5668	1120418	1120418	+	Promoter
CPROM5669	1120609	1120609	-	Promoter
CPROM5670	1120727	1120727	-	Promoter
CPROM5671	1120736	1120736	-	Promoter
CPROM5672	1120843	1120843	-	Promoter
CPROM5673	1120874	1120874	-	Promoter
CPROM5674	1120899	1120899	-	Promoter
CPROM5675	1120918	1120918	-	Promoter
CPROM5676	1120934	1120934	-	Promoter
CPROM5677	1121019	1121022	-	Promoter
CPROM5678	1121029	1121032	-	Promoter
CPROM5679	1121058	1121058	-	Promoter
CPROM5680	1121154	1121154	+	Promoter
CPROM5681	1121350	1121351	+	Promoter
CPROM5682	1121509	1121509	-	Promoter
CPROM5683	1121519	1121525	-	Promoter
CPROM5684	1121566	1121566	+	Promoter
CPROM5685	1121868	1121870	-	Promoter
CPROM5686	1121983	1121983	-	Promoter
CPROM5687	1122017	1122017	-	Promoter
CPROM5688	1122029	1122029	-	Promoter
CPROM5689	1122042	1122042	-	Promoter
CPROM5690	1122542	1122542	+	Promoter
CPROM5691	1122643	1122646	-	Promoter
CPROM5692	1122683	1122683	+	Promoter
CPROM5693	1123108	1123108	-	Promoter
CPROM5694	1123132	1123133	-	Promoter
CPROM5695	1123297	1123297	-	Promoter
CPROM5696	1123337	1123337	-	Promoter
CPROM5697	1123413	1123413	-	Promoter
CPROM5698	1123466	1123466	+	Promoter
CPROM5699	1123628	1123628	+	Promoter
CPROM5700	1123833	1123833	-	Promoter
CPROM5701	1123856	1123856	-	Promoter
CPROM5702	1124081	1124086	-	Promoter
CPROM5703	1124174	1124174	+	Promoter
CPROM5704	1125354	1125354	-	Promoter
CPROM5705	1125403	1125403	-	Promoter
CPROM5706	1125410	1125410	+	Promoter
CPROM5707	1125415	1125415	+	Promoter
CPROM5708	1125433	1125433	-	Promoter
CPROM5709	1125466	1125466	+	Promoter
CPROM5710	1125475	1125475	+	Promoter
CPROM5711	1125521	1125522	+	Promoter
CPROM5712	1125538	1125538	+	Promoter
CPROM5713	1125572	1125572	+	Promoter
CPROM5714	1125652	1125652	-	Promoter
CPROM5715	1125987	1125987	-	Promoter
CPROM5716	1125995	1125995	+	Promoter
CPROM5717	1126152	1126152	+	Promoter
CPROM5718	1126346	1126346	-	Promoter
CPROM5719	1126984	1126984	+	Promoter
CPROM5720	1127238	1127238	-	Promoter
CPROM5721	1127439	1127439	+	Promoter
CPROM5722	1127686	1127686	+	Promoter
CPROM5723	1127783	1127783	+	Promoter
CPROM5724	1128058	1128058	+	Promoter
CPROM5725	1128853	1128853	-	Promoter
CPROM5726	1129005	1129005	-	Promoter
CPROM5727	1129219	1129219	-	Promoter
CPROM5728	1129234	1129234	+	Promoter
CPROM5729	1129242	1129242	+	Promoter
CPROM5730	1129645	1129645	+	Promoter
CPROM5731	1129774	1129774	+	Promoter
CPROM5732	1130164	1130164	-	Promoter
CPROM5733	1130168	1130168	+	Promoter
CPROM5734	1130193	1130194	-	Promoter
CPROM5735	1130585	1130585	-	Promoter
CPROM5736	1130885	1130886	-	Promoter
CPROM5737	1130991	1130992	+	Promoter
CPROM5738	1131142	1131142	-	Promoter
CPROM5739	1131626	1131626	-	Promoter
CPROM5740	1131661	1131661	+	Promoter
CPROM5741	1131802	1131802	-	Promoter
CPROM5742	1131956	1131956	+	Promoter
CPROM5743	1132384	1132384	+	Promoter
CPROM5744	1133095	1133095	-	Promoter
CPROM5745	1133518	1133518	+	Promoter
CPROM5746	1134569	1134569	-	Promoter
CPROM5747	1134733	1134733	-	Promoter
CPROM5748	1135707	1135707	-	Promoter
CPROM5749	1137124	1137124	+	Promoter
CPROM5750	1137587	1137587	+	Promoter
CPROM5751	1138353	1138353	+	Promoter
CPROM5752	1138994	1138994	-	Promoter
CPROM5753	1139450	1139450	-	Promoter
CPROM5754	1139801	1139801	-	Promoter
CPROM5755	1140510	1140510	+	Promoter
CPROM5756	1140515	1140518	+	Promoter
CPROM5757	1140889	1140889	-	Promoter
CPROM5758	1140913	1140913	+	Promoter
CPROM5759	1140990	1140990	-	Promoter
CPROM5760	1141098	1141098	-	Promoter
CPROM5761	1141188	1141188	+	Promoter
CPROM5762	1141490	1141491	-	Promoter
CPROM5763	1141695	1141698	-	Promoter
CPROM5764	1141705	1141705	-	Promoter
CPROM5765	1141797	1141797	-	Promoter
CPROM5766	1142026	1142031	-	Promoter
CPROM5767	1142313	1142313	-	Promoter
CPROM5768	1143233	1143233	-	Promoter
CPROM5769	1143308	1143308	+	Promoter
CPROM5770	1143501	1143501	+	Promoter
CPROM5771	1144107	1144107	+	Promoter
CPROM5772	1144323	1144323	-	Promoter
CPROM5773	1144355	1144358	-	Promoter
CPROM5774	1144421	1144421	-	Promoter
CPROM5775	1144450	1144450	-	Promoter
CPROM5776	1144515	1144515	-	Promoter
CPROM5777	1144527	1144527	-	Promoter
CPROM5778	1144679	1144680	-	Promoter
CPROM5779	1144717	1144717	-	Promoter
CPROM5780	1144728	1144728	-	Promoter
CPROM5781	1144762	1144762	-	Promoter
CPROM5782	1144775	1144775	+	Promoter
CPROM5783	1144873	1144878	-	Promoter
CPROM5784	1144939	1144940	+	Promoter
CPROM5785	1145309	1145309	+	Promoter
CPROM5786	1146101	1146101	+	Promoter
CPROM5787	1146110	1146110	-	Promoter
CPROM5788	1146177	1146177	-	Promoter
CPROM5789	1146277	1146277	-	Promoter
CPROM5790	1146409	1146409	+	Promoter
CPROM5791	1146491	1146491	-	Promoter
CPROM5792	1146589	1146590	+	Promoter
CPROM5793	1146625	1146625	-	Promoter
CPROM5794	1146648	1146652	+	Promoter
CPROM5795	1146700	1146701	-	Promoter
CPROM5796	1146791	1146794	+	Promoter
CPROM5797	1146809	1146809	+	Promoter
CPROM5798	1146816	1146817	+	Promoter
CPROM5799	1146873	1146873	+	Promoter
CPROM5800	1146920	1146920	+	Promoter
CPROM5801	1146943	1146943	+	Promoter
CPROM5802	1146953	1146953	+	Promoter
CPROM5803	1147056	1147056	+	Promoter
CPROM5804	1147068	1147068	+	Promoter
CPROM5805	1147094	1147094	+	Promoter
CPROM5806	1147132	1147132	+	Promoter
CPROM5807	1147141	1147141	+	Promoter
CPROM5808	1147146	1147146	+	Promoter
CPROM5809	1147188	1147188	+	Promoter
CPROM5810	1147194	1147194	+	Promoter
CPROM5811	1147206	1147206	+	Promoter
CPROM5812	1147213	1147216	+	Promoter
CPROM5813	1147300	1147300	+	Promoter
CPROM5814	1147307	1147307	+	Promoter
CPROM5815	1147313	1147313	+	Promoter
CPROM5816	1147338	1147338	+	Promoter
CPROM5817	1147350	1147350	+	Promoter
CPROM5818	1147364	1147364	+	Promoter
CPROM5819	1147395	1147395	+	Promoter
CPROM5820	1147577	1147577	+	Promoter
CPROM5821	1147771	1147771	+	Promoter
CPROM5822	1148242	1148242	-	Promoter
CPROM5823	1148271	1148273	+	Promoter
CPROM5824	1148362	1148362	+	Promoter
CPROM5825	1148389	1148391	+	Promoter
CPROM5826	1148487	1148487	+	Promoter
CPROM5827	1148515	1148516	+	Promoter
CPROM5828	1148545	1148545	+	Promoter
CPROM5829	1148723	1148723	-	Promoter
CPROM5830	1148746	1148746	-	Promoter
CPROM5831	1149109	1149109	-	Promoter
CPROM5832	1149153	1149156	+	Promoter
CPROM5833	1149172	1149172	+	Promoter
CPROM5834	1149516	1149516	+	Promoter
CPROM5835	1149706	1149706	+	Promoter
CPROM5836	1150045	1150045	+	Promoter
CPROM5837	1150186	1150186	+	Promoter
CPROM5838	1150213	1150214	+	Promoter
CPROM5839	1150372	1150372	+	Promoter
CPROM5840	1150404	1150404	+	Promoter
CPROM5841	1150416	1150416	+	Promoter
CPROM5842	1150443	1150443	+	Promoter
CPROM5843	1150491	1150491	+	Promoter
CPROM5844	1150589	1150589	+	Promoter
CPROM5845	1150626	1150626	+	Promoter
CPROM5846	1150933	1150934	+	Promoter
CPROM5847	1150956	1150957	+	Promoter
CPROM5848	1150996	1150996	+	Promoter
CPROM5849	1151052	1151055	+	Promoter
CPROM5850	1151077	1151080	+	Promoter
CPROM5851	1151104	1151104	+	Promoter
CPROM5852	1151204	1151204	+	Promoter
CPROM5853	1151229	1151229	+	Promoter
CPROM5854	1151329	1151329	+	Promoter
CPROM5855	1151354	1151356	-	Promoter
CPROM5856	1151352	1151358	+	Promoter
CPROM5857	1151481	1151481	+	Promoter
CPROM5858	1151510	1151511	+	Promoter
CPROM5859	1151558	1151558	+	Promoter
CPROM5860	1151575	1151576	+	Promoter
CPROM5861	1151598	1151598	+	Promoter
CPROM5862	1151645	1151645	+	Promoter
CPROM5863	1151673	1151673	+	Promoter
CPROM5864	1151709	1151709	+	Promoter
CPROM5865	1151715	1151715	+	Promoter
CPROM5866	1151724	1151724	+	Promoter
CPROM5867	1151733	1151733	+	Promoter
CPROM5868	1151748	1151748	+	Promoter
CPROM5869	1151764	1151764	+	Promoter
CPROM5870	1151771	1151777	+	Promoter
CPROM5871	1152096	1152096	-	Promoter
CPROM5872	1152105	1152105	+	Promoter
CPROM5873	1152173	1152173	+	Promoter
CPROM5874	1152573	1152573	+	Promoter
CPROM5875	1152996	1152996	+	Promoter
CPROM5876	1153280	1153281	+	Promoter
CPROM5877	1153413	1153413	+	Promoter
CPROM5878	1153829	1153829	+	Promoter
CPROM5879	1153940	1153940	+	Promoter
CPROM5880	1154144	1154144	+	Promoter
CPROM5881	1154505	1154505	-	Promoter
CPROM5882	1154888	1154890	+	Promoter
CPROM5883	1155018	1155018	-	Promoter
CPROM5884	1155058	1155058	+	Promoter
CPROM5885	1155105	1155105	+	Promoter
CPROM5886	1156471	1156471	+	Promoter
CPROM5887	1156478	1156478	+	Promoter
CPROM5888	1156636	1156638	+	Promoter
CPROM5889	1156696	1156697	-	Promoter
CPROM5890	1156752	1156752	+	Promoter
CPROM5891	1157065	1157065	-	Promoter
CPROM5892	1157250	1157252	+	Promoter
CPROM5893	1157295	1157295	+	Promoter
CPROM5894	1157311	1157311	+	Promoter
CPROM5895	1157344	1157344	+	Promoter
CPROM5896	1157360	1157360	+	Promoter
CPROM5897	1157515	1157515	+	Promoter
CPROM5898	1157626	1157629	+	Promoter
CPROM5899	1157654	1157657	-	Promoter
CPROM5900	1157664	1157664	-	Promoter
CPROM5901	1157737	1157737	+	Promoter
CPROM5902	1157744	1157744	-	Promoter
CPROM5903	1157766	1157768	+	Promoter
CPROM5904	1157774	1157774	+	Promoter
CPROM5905	1157903	1157903	+	Promoter
CPROM5906	1158280	1158280	+	Promoter
CPROM5907	1158634	1158634	+	Promoter
CPROM5908	1158640	1158640	+	Promoter
CPROM5909	1158810	1158810	-	Promoter
CPROM5910	1158878	1158878	+	Promoter
CPROM5911	1158897	1158907	+	Promoter
CPROM5912	1158962	1158965	-	Promoter
CPROM5913	1159132	1159132	+	Promoter
CPROM5914	1159175	1159175	+	Promoter
CPROM5915	1159272	1159273	+	Promoter
CPROM5916	1159703	1159703	-	Promoter
CPROM5917	1159713	1159713	+	Promoter
CPROM5918	1159855	1159855	-	Promoter
CPROM5919	1159878	1159878	+	Promoter
CPROM5920	1160367	1160367	+	Promoter
CPROM5921	1160487	1160487	-	Promoter
CPROM5922	1161082	1161082	-	Promoter
CPROM5923	1161160	1161160	+	Promoter
CPROM5924	1161199	1161199	+	Promoter
CPROM5925	1161646	1161646	-	Promoter
CPROM5926	1161672	1161672	+	Promoter
CPROM5927	1161741	1161741	+	Promoter
CPROM5928	1161824	1161825	+	Promoter
CPROM5929	1161832	1161832	+	Promoter
CPROM5930	1161853	1161855	+	Promoter
CPROM5931	1162026	1162026	+	Promoter
CPROM5932	1162133	1162133	-	Promoter
CPROM5933	1163335	1163335	+	Promoter
CPROM5934	1163602	1163603	+	Promoter
CPROM5935	1163884	1163885	+	Promoter
CPROM5936	1164437	1164437	+	Promoter
CPROM5937	1164943	1164944	+	Promoter
CPROM5938	1165015	1165016	+	Promoter
CPROM5939	1165160	1165160	-	Promoter
CPROM5940	1165255	1165255	+	Promoter
CPROM5941	1165406	1165406	+	Promoter
CPROM5942	1165443	1165443	+	Promoter
CPROM5943	1165454	1165454	+	Promoter
CPROM5944	1165478	1165478	+	Promoter
CPROM5945	1165510	1165510	+	Promoter
CPROM5946	1165531	1165531	+	Promoter
CPROM5947	1165539	1165539	+	Promoter
CPROM5948	1165559	1165559	+	Promoter
CPROM5949	1165580	1165580	+	Promoter
CPROM5950	1165596	1165596	+	Promoter
CPROM5951	1165828	1165831	-	Promoter
CPROM5952	1165860	1165860	-	Promoter
CPROM5953	1165991	1165992	+	Promoter
CPROM5954	1166023	1166026	+	Promoter
CPROM5955	1166052	1166052	+	Promoter
CPROM5956	1166069	1166069	+	Promoter
CPROM5957	1166378	1166378	+	Promoter
CPROM5958	1167109	1167109	-	Promoter
CPROM5959	1167238	1167238	-	Promoter
CPROM5960	1167295	1167295	+	Promoter
CPROM5961	1167574	1167574	-	Promoter
CPROM5962	1167661	1167661	-	Promoter
CPROM5963	1167968	1167968	+	Promoter
CPROM5964	1167998	1167998	+	Promoter
CPROM5965	1168035	1168035	+	Promoter
CPROM5966	1168050	1168050	+	Promoter
CPROM5967	1168293	1168293	-	Promoter
CPROM5968	1168316	1168316	+	Promoter
CPROM5969	1168844	1168844	-	Promoter
CPROM5970	1168862	1168862	-	Promoter
CPROM5971	1169019	1169019	+	Promoter
CPROM5972	1169033	1169033	+	Promoter
CPROM5973	1169196	1169196	+	Promoter
CPROM5974	1170417	1170418	-	Promoter
CPROM5975	1170424	1170424	-	Promoter
CPROM5976	1170976	1170976	-	Promoter
CPROM5977	1171307	1171307	-	Promoter
CPROM5978	1171800	1171800	-	Promoter
CPROM5979	1171817	1171817	+	Promoter
CPROM5980	1172548	1172548	-	Promoter
CPROM5981	1173805	1173805	+	Promoter
CPROM5982	1173832	1173832	-	Promoter
CPROM5983	1173978	1173978	-	Promoter
CPROM5984	1173992	1173994	-	Promoter
CPROM5985	1174023	1174023	-	Promoter
CPROM5986	1174028	1174030	-	Promoter
CPROM5987	1174300	1174300	+	Promoter
CPROM5988	1174404	1174404	-	Promoter
CPROM5989	1174690	1174690	-	Promoter
CPROM5990	1174981	1174981	+	Promoter
CPROM5991	1175350	1175350	+	Promoter
CPROM5992	1175377	1175377	-	Promoter
CPROM5993	1175400	1175404	+	Promoter
CPROM5994	1175862	1175862	+	Promoter
CPROM5995	1175912	1175912	-	Promoter
CPROM5996	1176220	1176220	+	Promoter
CPROM5997	1176620	1176620	-	Promoter
CPROM5998	1176832	1176832	+	Promoter
CPROM5999	1177193	1177193	+	Promoter
CPROM6000	1177616	1177616	+	Promoter
CPROM6001	1178009	1178010	+	Promoter
CPROM6002	1178063	1178063	-	Promoter
CPROM6003	1178079	1178079	+	Promoter
CPROM6004	1178231	1178231	+	Promoter
CPROM6005	1178238	1178238	+	Promoter
CPROM6006	1178288	1178288	+	Promoter
CPROM6007	1178426	1178426	+	Promoter
CPROM6008	1178541	1178541	+	Promoter
CPROM6009	1178583	1178583	+	Promoter
CPROM6010	1179210	1179210	+	Promoter
CPROM6011	1179492	1179492	-	Promoter
CPROM6012	1179603	1179603	+	Promoter
CPROM6013	1179908	1179908	+	Promoter
CPROM6014	1180153	1180153	+	Promoter
CPROM6015	1180577	1180580	-	Promoter
CPROM6016	1181799	1181799	-	Promoter
CPROM6017	1182530	1182530	+	Promoter
CPROM6018	1182554	1182554	-	Promoter
CPROM6019	1182591	1182591	-	Promoter
CPROM6020	1182741	1182741	-	Promoter
CPROM6021	1182846	1182851	-	Promoter
CPROM6022	1182859	1182859	+	Promoter
CPROM6023	1182909	1182913	-	Promoter
CPROM6024	1182965	1182969	-	Promoter
CPROM6025	1183036	1183036	-	Promoter
CPROM6026	1183386	1183386	-	Promoter
CPROM6027	1183872	1183872	-	Promoter
CPROM6028	1184330	1184330	-	Promoter
CPROM6029	1184754	1184754	-	Promoter
CPROM6030	1185354	1185354	-	Promoter
CPROM6031	1185659	1185661	-	Promoter
CPROM6032	1185737	1185740	+	Promoter
CPROM6033	1185808	1185808	-	Promoter
CPROM6034	1185805	1185805	+	Promoter
CPROM6035	1185822	1185823	+	Promoter
CPROM6036	1186432	1186432	+	Promoter
CPROM6037	1186706	1186706	+	Promoter
CPROM6038	1186783	1186783	+	Promoter
CPROM6039	1186813	1186813	+	Promoter
CPROM6040	1186971	1186971	-	Promoter
CPROM6041	1186988	1186988	+	Promoter
CPROM6042	1188265	1188267	-	Promoter
CPROM6043	1188553	1188553	+	Promoter
CPROM6044	1188982	1188982	+	Promoter
CPROM6045	1189078	1189078	-	Promoter
CPROM6046	1189096	1189096	-	Promoter
CPROM6047	1189136	1189136	+	Promoter
CPROM6048	1189191	1189191	+	Promoter
CPROM6049	1189828	1189828	-	Promoter
CPROM6050	1189924	1189924	+	Promoter
CPROM6051	1189968	1189968	-	Promoter
CPROM6052	1189973	1189974	-	Promoter
CPROM6053	1190135	1190135	-	Promoter
CPROM6054	1190166	1190166	+	Promoter
CPROM6055	1190256	1190256	-	Promoter
CPROM6056	1190289	1190289	-	Promoter
CPROM6057	1190296	1190296	-	Promoter
CPROM6058	1190311	1190311	-	Promoter
CPROM6059	1190318	1190318	-	Promoter
CPROM6060	1190324	1190324	-	Promoter
CPROM6061	1190330	1190330	+	Promoter
CPROM6062	1190342	1190342	+	Promoter
CPROM6063	1190418	1190418	-	Promoter
CPROM6064	1190447	1190447	-	Promoter
CPROM6065	1190470	1190474	-	Promoter
CPROM6066	1190483	1190485	-	Promoter
CPROM6067	1190482	1190482	+	Promoter
CPROM6068	1190491	1190491	-	Promoter
CPROM6069	1190502	1190502	-	Promoter
CPROM6070	1190508	1190508	-	Promoter
CPROM6071	1191195	1191195	+	Promoter
CPROM6072	1191641	1191641	+	Promoter
CPROM6073	1191737	1191737	+	Promoter
CPROM6074	1192027	1192027	+	Promoter
CPROM6075	1192505	1192505	-	Promoter
CPROM6076	1192646	1192646	-	Promoter
CPROM6077	1192686	1192686	-	Promoter
CPROM6078	1192966	1192966	-	Promoter
CPROM6079	1193398	1193398	-	Promoter
CPROM6080	1193416	1193416	+	Promoter
CPROM6081	1193560	1193560	-	Promoter
CPROM6082	1193800	1193805	-	Promoter
CPROM6083	1194258	1194258	-	Promoter
CPROM6084	1194549	1194554	-	Promoter
CPROM6085	1194615	1194615	-	Promoter
CPROM6086	1194626	1194626	-	Promoter
CPROM6087	1194798	1194798	-	Promoter
CPROM6088	1194943	1194944	-	Promoter
CPROM6089	1194960	1194961	+	Promoter
CPROM6090	1194970	1194970	+	Promoter
CPROM6091	1194991	1194991	-	Promoter
CPROM6092	1195007	1195008	+	Promoter
CPROM6093	1195013	1195013	+	Promoter
CPROM6094	1195019	1195022	+	Promoter
CPROM6095	1195033	1195036	+	Promoter
CPROM6096	1195052	1195052	+	Promoter
CPROM6097	1195083	1195083	+	Promoter
CPROM6098	1195105	1195105	+	Promoter
CPROM6099	1195122	1195122	-	Promoter
CPROM6100	1195225	1195225	+	Promoter
CPROM6101	1195304	1195304	+	Promoter
CPROM6102	1195396	1195396	+	Promoter
CPROM6103	1195466	1195466	+	Promoter
CPROM6104	1195945	1195945	+	Promoter
CPROM6105	1196007	1196007	+	Promoter
CPROM6106	1196016	1196016	+	Promoter
CPROM6107	1196241	1196241	-	Promoter
CPROM6108	1196550	1196550	-	Promoter
CPROM6109	1196854	1196854	-	Promoter
CPROM6110	1196877	1196877	+	Promoter
CPROM6111	1196916	1196916	-	Promoter
CPROM6112	1197125	1197125	+	Promoter
CPROM6113	1197238	1197238	-	Promoter
CPROM6114	1198256	1198256	-	Promoter
CPROM6115	1198278	1198282	-	Promoter
CPROM6116	1198650	1198650	-	Promoter
CPROM6117	1198660	1198660	+	Promoter
CPROM6118	1198669	1198671	+	Promoter
CPROM6119	1199441	1199443	+	Promoter
CPROM6120	1199711	1199711	+	Promoter
CPROM6121	1200012	1200012	+	Promoter
CPROM6122	1200411	1200411	+	Promoter
CPROM6123	1200576	1200576	+	Promoter
CPROM6124	1200740	1200740	-	Promoter
CPROM6125	1200772	1200772	+	Promoter
CPROM6126	1201021	1201021	-	Promoter
CPROM6127	1201044	1201044	-	Promoter
CPROM6128	1201113	1201113	-	Promoter
CPROM6129	1201244	1201244	-	Promoter
CPROM6130	1201269	1201269	+	Promoter
CPROM6131	1201357	1201357	-	Promoter
CPROM6132	1201383	1201383	-	Promoter
CPROM6133	1201468	1201468	+	Promoter
CPROM6134	1201491	1201491	-	Promoter
CPROM6135	1201690	1201690	+	Promoter
CPROM6136	1201727	1201727	+	Promoter
CPROM6137	1201749	1201749	+	Promoter
CPROM6138	1202185	1202185	-	Promoter
CPROM6139	1202303	1202303	-	Promoter
CPROM6140	1202307	1202307	+	Promoter
CPROM6141	1202510	1202510	-	Promoter
CPROM6142	1202749	1202749	+	Promoter
CPROM6143	1202784	1202784	-	Promoter
CPROM6144	1202924	1202924	-	Promoter
CPROM6145	1202933	1202933	-	Promoter
CPROM6146	1203210	1203210	-	Promoter
CPROM6147	1203552	1203552	-	Promoter
CPROM6148	1203689	1203689	-	Promoter
CPROM6149	1203805	1203805	+	Promoter
CPROM6150	1203821	1203821	-	Promoter
CPROM6151	1203908	1203908	-	Promoter
CPROM6152	1203929	1203929	-	Promoter
CPROM6153	1207879	1207879	+	Promoter
CPROM6154	1208095	1208095	-	Promoter
CPROM6155	1208365	1208365	-	Promoter
CPROM6156	1208387	1208387	+	Promoter
CPROM6157	1208451	1208451	+	Promoter
CPROM6158	1208457	1208457	+	Promoter
CPROM6159	1209055	1209055	-	Promoter
CPROM6160	1209149	1209149	+	Promoter
CPROM6161	1209345	1209345	+	Promoter
CPROM6162	1209744	1209744	-	Promoter
CPROM6163	1210233	1210233	-	Promoter
CPROM6164	1210321	1210321	+	Promoter
CPROM6165	1211323	1211323	+	Promoter
CPROM6166	1212090	1212090	-	Promoter
CPROM6167	1212123	1212123	-	Promoter
CPROM6168	1212235	1212235	+	Promoter
CPROM6169	1212244	1212244	+	Promoter
CPROM6170	1212826	1212826	-	Promoter
CPROM6171	1213136	1213136	-	Promoter
CPROM6172	1213280	1213281	-	Promoter
CPROM6173	1213306	1213306	+	Promoter
CPROM6174	1213649	1213649	+	Promoter
CPROM6175	1213705	1213705	-	Promoter
CPROM6176	1214088	1214088	-	Promoter
CPROM6177	1214107	1214107	-	Promoter
CPROM6178	1214113	1214117	-	Promoter
CPROM6179	1214126	1214126	-	Promoter
CPROM6180	1214129	1214129	+	Promoter
CPROM6181	1214135	1214135	-	Promoter
CPROM6182	1214756	1214756	-	Promoter
CPROM6183	1214977	1214977	+	Promoter
CPROM6184	1215291	1215291	-	Promoter
CPROM6185	1215305	1215306	+	Promoter
CPROM6186	1215464	1215464	+	Promoter
CPROM6187	1215504	1215506	-	Promoter
CPROM6188	1215752	1215752	+	Promoter
CPROM6189	1215778	1215778	+	Promoter
CPROM6190	1215987	1215987	-	Promoter
CPROM6191	1216396	1216396	+	Promoter
CPROM6192	1216959	1216959	+	Promoter
CPROM6193	1216973	1216973	+	Promoter
CPROM6194	1217194	1217194	+	Promoter
CPROM6195	1217264	1217264	+	Promoter
CPROM6196	1217376	1217376	+	Promoter
CPROM6197	1217456	1217459	-	Promoter
CPROM6198	1217707	1217707	-	Promoter
CPROM6199	1217781	1217781	+	Promoter
CPROM6200	1218487	1218487	-	Promoter
CPROM6201	1218579	1218579	-	Promoter
CPROM6202	1218738	1218738	-	Promoter
CPROM6203	1218876	1218876	-	Promoter
CPROM6204	1218892	1218892	+	Promoter
CPROM6205	1219000	1219000	-	Promoter
CPROM6206	1219211	1219211	+	Promoter
CPROM6207	1219548	1219548	+	Promoter
CPROM6208	1219704	1219704	+	Promoter
CPROM6209	1219908	1219908	+	Promoter
CPROM6210	1219913	1219913	+	Promoter
CPROM6211	1220618	1220618	+	Promoter
CPROM6212	1220838	1220839	-	Promoter
CPROM6213	1221209	1221209	-	Promoter
CPROM6214	1221438	1221438	+	Promoter
CPROM6215	1221695	1221695	-	Promoter
CPROM6216	1221695	1221695	+	Promoter
CPROM6217	1222493	1222495	-	Promoter
CPROM6218	1222644	1222644	-	Promoter
CPROM6219	1222958	1222958	-	Promoter
CPROM6220	1222976	1222976	-	Promoter
CPROM6221	1223082	1223082	+	Promoter
CPROM6222	1223097	1223097	-	Promoter
CPROM6223	1223330	1223330	-	Promoter
CPROM6224	1223439	1223439	-	Promoter
CPROM6225	1223443	1223443	+	Promoter
CPROM6226	1223574	1223574	+	Promoter
CPROM6227	1223602	1223602	-	Promoter
CPROM6228	1223654	1223654	+	Promoter
CPROM6229	1223746	1223746	+	Promoter
CPROM6230	1223931	1223931	+	Promoter
CPROM6231	1224062	1224062	-	Promoter
CPROM6232	1224067	1224067	-	Promoter
CPROM6233	1224129	1224129	-	Promoter
CPROM6234	1224370	1224371	-	Promoter
CPROM6235	1224369	1224369	+	Promoter
CPROM6236	1224540	1224540	-	Promoter
CPROM6237	1224778	1224778	-	Promoter
CPROM6238	1225141	1225141	+	Promoter
CPROM6239	1225387	1225387	+	Promoter
CPROM6240	1225451	1225451	-	Promoter
CPROM6241	1225646	1225647	-	Promoter
CPROM6242	1225656	1225658	-	Promoter
CPROM6243	1226109	1226109	+	Promoter
CPROM6244	1226138	1226141	-	Promoter
CPROM6245	1226146	1226146	-	Promoter
CPROM6246	1226164	1226164	+	Promoter
CPROM6247	1226288	1226288	+	Promoter
CPROM6248	1226390	1226390	-	Promoter
CPROM6249	1226428	1226428	+	Promoter
CPROM6250	1226433	1226433	-	Promoter
CPROM6251	1226453	1226453	+	Promoter
CPROM6252	1226481	1226481	+	Promoter
CPROM6253	1226555	1226555	-	Promoter
CPROM6254	1226582	1226582	-	Promoter
CPROM6255	1226587	1226587	+	Promoter
CPROM6256	1226611	1226611	+	Promoter
CPROM6257	1226811	1226811	+	Promoter
CPROM6258	1226852	1226852	-	Promoter
CPROM6259	1227106	1227106	+	Promoter
CPROM6260	1227116	1227116	+	Promoter
CPROM6261	1227334	1227334	+	Promoter
CPROM6262	1227506	1227506	-	Promoter
CPROM6263	1227522	1227522	+	Promoter
CPROM6264	1227609	1227609	+	Promoter
CPROM6265	1227669	1227669	-	Promoter
