tu_id	start	stop	strand	source	tu_name	operon_name	init_type	term_type	reported_bnumbers	valid_bnumbers	flag_genes	classic	HT	orphan	type	alt_id
CTU1467	794750	795818	+	PB_M9_longestRead	acrZ	acrZ	HT TSS	long	b0762,b0763	b0762	1	0	1	0	TU	PB_M9_longestRead_1288
CTU1468	794751	794922	+	RegulonDB	acrZ	acrZ	TSS	gene	b0762	b0762	0	1	0	0	TU	ECK120026749_ECK125158030_NA
CTU1469	794995	797612	+	RegulonDB	modA_modB_modC	modA,modB,modC	TSS	gene	b0763,b0764,b0765	b0763,b0764,b0765	0	1	0	0	TU	ECK120029602_ECK120029594_NA
CTU1470	795061	795995	+	PB_M9_definedEnd	modA	modA,modB,modC	HT TSS	HT TTS	b0763,b0764	b0763	1	0	1	0	TU	PB_M9_definedEnd_248
CTU1471	795061	798381	+	PB_Rich_longestRead	modA_modB_modC	modA,modB,modC	HT TSS	long	b0763,b0764,b0765	b0763,b0764,b0765	0	0	1	0	TU	PB_Rich_longestRead_1116
CTU1472	795061	799343	+	PB_M9_longestRead	modA_modB_modC	modA,modB,modC	HT TSS	long	b0763,b0764,b0765,b0767	b0763,b0764,b0765	1	0	1	0	TU	PB_M9_longestRead_1289
CTU1473	795062	797612	+	RegulonDB	modA_modB_modC	modA,modB,modC	TSS	gene	b0763,b0764,b0765	b0763,b0764,b0765	0	1	0	0	TU	ECK120009489_ECK120010716_NA
CTU1474	795591	797711	+	PB_Rich_longestRead	modB_modC	modA,modB,modC	HT TSS	long	b0763,b0764,b0765	b0764,b0765	1	0	1	0	TU	PB_Rich_longestRead_1117
CTU1475	795591	797947	+	PB_M9_longestRead	modB_modC	modA,modB,modC	HT TSS	long	b0763,b0764,b0765	b0764,b0765	1	0	1	0	TU	PB_M9_longestRead_1290
CTU1476	795813	797894	+	PB_M9_longestRead	modB_modC	modA,modB,modC	HT TSS	long	b0763,b0764,b0765	b0764,b0765	1	0	1	0	TU	PB_M9_longestRead_1291
CTU1477	797353	798466	-	PB_Rich_longestRead	ybhA	ybhA	HT TSS	long	b0766	b0766	0	0	1	0	TU	PB_Rich_longestRead_141
CTU1478	797456	798466	-	PB_M9_longestRead	ybhA	ybhA	HT TSS	long	b0766	b0766	0	0	1	0	TU	PB_M9_longestRead_160
CTU1479	797613	798431	-	RegulonDB	ybhA	ybhA	gene	gene	b0766	b0766	0	1	0	0	TU	ECK120020508_NA_NA
CTU1480	798282	799861	+	PB_M9_longestRead	pgl	pgl	HT TSS	long	b0767	b0767	0	0	1	0	TU	PB_M9_longestRead_1292,PB_Rich_longestRead_1118
CTU1481	798554	799744	+	PB_M9_longestRead	pgl	pgl	HT TSS	long	b0767	b0767	0	0	1	0	TU	PB_M9_longestRead_1293
CTU1482	798586	799581	+	RegulonDB	pgl	pgl	gene	gene	b0767	b0767	0	1	0	0	TU	ECK120015351_NA_NA
CTU1483	799622	800575	-	RegulonDB	ybhD	ybhD	gene	gene	b0768	b0768	0	1	0	0	TU	ECK120020509_NA_NA
CTU1484	800759	801811	+	RegulonDB	ybhH	ybhH	gene	gene	b0769	b0769	0	1	0	0	TU	ECK120026750_NA_NA
CTU1485	801887	803320	+	RegulonDB	ybhI	ybhI	gene	gene	b0770	b0770	0	1	0	0	TU	ECK120029306_NA_NA
CTU1486	803503	805764	+	RegulonDB	ybhJ	ybhJ	gene	gene	b0771	b0771	0	1	0	0	TU	ECK120029307_NA_NA
CTU1487	805295	807323	-	PB_M9_longestRead	ybhC	ybhC,bioA,ybhB	HT TSS	long	b0772	b0772	0	0	1	0	TU	PB_M9_longestRead_161
CTU1488	805461	807323	-	PB_Rich_longestRead	ybhC	ybhC,bioA,ybhB	HT TSS	long	b0772	b0772	0	0	1	0	TU	PB_Rich_longestRead_142
CTU1489	805718	809289	-	PB_Rich_longestRead	bioA_ybhB_ybhC	ybhC,bioA,ybhB	HT TSS	long	b0774,b0773,b0772	b0772,b0773,b0774	1	0	1	0	TU	PB_Rich_longestRead_143
CTU1490	805800	807323	-	PB_M9_definedEnd	ybhC	ybhC,bioA,ybhB	HT TSS	HT TTS	b0772	b0772	0	0	1	0	TU	PB_M9_definedEnd_35,PB_Rich_definedEnd_34
CTU1491	805800	809289	-	PB_M9_longestRead	bioA_ybhB_ybhC	ybhC,bioA,ybhB	HT TSS	long	b0774,b0773,b0772	b0772,b0773,b0774	1	0	1	0	TU	PB_M9_longestRead_162
CTU1492	805998	807321	-	RegulonDB	ybhC	ybhC,bioA,ybhB	TSS	gene	b0772	b0772	0	1	0	0	TU	ECK120026751_ECK120033734_NA
CTU1493	807395	809289	-	PB_M9_definedEnd	bioA_ybhB	ybhC,bioA,ybhB	HT TSS	HT TTS	b0774,b0773	b0773,b0774	1	0	1	0	TU	PB_M9_definedEnd_36
CTU1494	807433	807909	-	RegulonDB	ybhB	ybhC,bioA,ybhB	gene	gene	b0773	b0773	0	1	0	0	TU	ECK120026752_NA_NA
CTU1495	807968	809292	-	RegulonDB	bioA	ybhC,bioA,ybhB	TSS	gene	b0774	b0774	0	1	0	0	TU	ECK120009206_ECK120010997_NA
CTU1496	809301	813405	+	PB_Rich_longestRead	bioB_bioF_bioC_bioD	bioB,bioF,bioC,bioD	HT TSS	long	b0775,b0776,b0777,b0778	b0775,b0776,b0777,b0778	0	0	1	0	TU	PB_Rich_longestRead_1119
CTU1497	809301	813410	+	PB_M9_longestRead	bioB_bioF_bioC_bioD	bioB,bioF,bioC,bioD	HT TSS	long	b0775,b0776,b0777,b0778	b0775,b0776,b0777,b0778	0	0	1	0	TU	PB_M9_longestRead_1294
CTU1498	809302	812947	+	RegulonDB	bioB_bioF_bioC_bioD	bioB,bioF,bioC,bioD	TSS	gene	b0775,b0776,b0777,b0778	b0775,b0776,b0777,b0778	0	1	0	0	TU	ECK120009309_ECK120010998_NA
CTU1499	813152	815547	+	RegulonDB	uvrB	uvrB	TSS	gene	b0779	b0779	0	1	0	0	TU	ECK120009183_ECK120010306_NA
CTU1500	813462	815547	+	RegulonDB	uvrB	uvrB	TSS	gene	b0779	b0779	0	1	0	0	TU	ECK120009263_ECK120011024_NA
CTU1501	813493	815547	+	RegulonDB	uvrB	uvrB	TSS	gene	b0779	b0779	0	1	0	0	TU	ECK120048890_ECK120048891_NA
CTU1502	813495	815795	+	PB_M9_longestRead	uvrB	uvrB	HT TSS	long	b0779	b0779	0	0	1	0	TU	PB_M9_longestRead_1295
CTU1503	815335	816671	-	PB_Rich_longestRead	ybhK	ybhK	HT TSS	long	b0780	b0780	0	0	1	0	TU	PB_Rich_longestRead_144
CTU1504	815562	816671	-	PB_M9_longestRead	ybhK	ybhK	HT TSS	long	b0780	b0780	0	0	1	0	TU	PB_M9_longestRead_163
CTU1505	815739	816647	-	RegulonDB	ybhK	ybhK	gene	gene	b0780	b0780	0	1	0	0	TU	ECK120009120_NA_NA
CTU1506	816827	819747	+	RegulonDB	moaA_moaB_moaC_moaD_moaE	moaA,moaB,moaC,moaD,moaE	TSS	gene	b0781,b0782,b0783,b0784,b0785	b0781,b0782,b0783,b0784,b0785	0	1	0	0	TU	ECK120009488_ECK120009859_NA
CTU1507	816827	820220	+	PB_Rich_longestRead	moaA_moaB_moaC_moaD_moaE	moaA,moaB,moaC,moaD,moaE	HT TSS	long	b0781,b0782,b0783,b0784,b0785,b0786	b0781,b0782,b0783,b0784,b0785	1	0	1	0	TU	PB_Rich_longestRead_1120
CTU1508	816913	819841	+	PB_M9_longestRead	moaA_moaB_moaC_moaD_moaE	moaA,moaB,moaC,moaD,moaE	HT TSS	long	b0781,b0782,b0783,b0784,b0785	b0781,b0782,b0783,b0784,b0785	0	0	1	0	TU	PB_M9_longestRead_1296
CTU1509	816913	820018	+	PB_Rich_longestRead	moaA_moaB_moaC_moaD_moaE	moaA,moaB,moaC,moaD,moaE	HT TSS	long	b0781,b0782,b0783,b0784,b0785,b0786	b0781,b0782,b0783,b0784,b0785	1	0	1	0	TU	PB_Rich_longestRead_1121
CTU1510	816914	819747	+	RegulonDB	moaA_moaB_moaC_moaD_moaE	moaA,moaB,moaC,moaD,moaE	TSS	gene	b0781,b0782,b0783,b0784,b0785	b0781,b0782,b0783,b0784,b0785	0	1	0	0	TU	ECK120008922_ECK120009860_NA
CTU1511	817977	819747	+	RegulonDB	moaB_moaC_moaD_moaE	moaA,moaB,moaC,moaD,moaE	TSS	gene	b0782,b0783,b0784,b0785	b0782,b0783,b0784,b0785	0	1	0	0	TU	ECK120015178_ECK120015168_NA
CTU1512	819857	820631	+	PB_M9_definedEnd	ybhL	ybhL	HT TSS	HT TTS	b0786	b0786	0	0	1	0	TU	PB_M9_definedEnd_249,PB_Rich_definedEnd_267
CTU1513	819857	820634	+	PB_Rich_longestRead	ybhL	ybhL	HT TSS	long	b0786	b0786	0	0	1	0	TU	PB_Rich_longestRead_1122
CTU1514	819857	820747	+	PB_M9_longestRead	ybhL	ybhL	HT TSS	long	b0786	b0786	0	0	1	0	TU	PB_M9_longestRead_1297
CTU1515	819858	820588	+	RegulonDB	ybhL	ybhL	TSS	gene	b0786	b0786	0	1	0	0	TU	ECK120026753_ECK125203420_NA
CTU1516	820793	821506	+	RegulonDB	ybhM	ybhM	gene	gene	b0787	b0787	0	1	0	0	TU	ECK120026754_NA_NA
CTU1517	821542	824497	-	RegulonDB	ybhP_clsB_ybhN	ybhP,clsB,ybhN	gene	gene	b0790,b0789,b0788	b0788,b0789,b0790	1	1	0	0	TU	ECK120026755_NA_NA
CTU1518	824601	825040	+	RegulonDB	ybhQ	ybhQ	TSS	gene	b0791	b0791	0	1	0	0	TU	ECK120020510_ECK120034430_NA
CTU1519	825002	830669	-	RegulonDB	cecR_ybhG_ybhF_ybhS_ybhR	cecR,ybhG,ybhF,ybhS,ybhR	TSS	gene	b0796,b0795,b0794,b0793,b0792	b0792,b0793,b0794,b0795,b0796	1	1	0	0	TU	ECK120026756_ECK125230250_NA
CTU1520	827132	830670	-	PB_Rich_longestRead	cecR_ybhG_ybhF	cecR,ybhG,ybhF,ybhS,ybhR	HT TSS	long	b0796,b0795,b0794,b0793	b0794,b0795,b0796	1	0	1	0	TU	PB_Rich_longestRead_145
CTU1521	827236	830670	-	PB_M9_longestRead	cecR_ybhG_ybhF	cecR,ybhG,ybhF,ybhS,ybhR	HT TSS	long	b0796,b0795,b0794,b0793	b0794,b0795,b0796	1	0	1	0	TU	PB_M9_longestRead_164
CTU1522	830785	832402	+	PB_Rich_longestRead	rhlE	rhlE	HT TSS	long	b0797	b0797	0	0	1	0	TU	PB_Rich_longestRead_1123
CTU1523	830785	832404	+	PB_M9_longestRead	rhlE	rhlE	HT TSS	long	b0797	b0797	0	0	1	0	TU	PB_M9_longestRead_1298
CTU1524	830872	832236	+	RegulonDB	rhlE	rhlE	gene	gene	b0797	b0797	0	1	0	0	TU	ECK120020446_NA_NA
CTU1525	832468	832950	-	RegulonDB	ybiA	ybiA	gene	gene	b0798	b0798	0	1	0	0	TU	ECK120020511_NA_NA
CTU1526	833042	836205	+	PB_Rich_longestRead	dinG	dinG	HT TSS	long	b0799,b0800	b0799	1	0	1	0	TU	PB_Rich_longestRead_1124
CTU1527	833073	836210	+	RegulonDB	ybiB	ybiB,hcxB	TSS	gene	b0799,b0800	b0800	1	1	0	0	TU	ECK120010981_ECK120010093_NA
CTU1528	835180	836249	+	PB_M9_definedEnd	ybiB	ybiB,hcxB	HT TSS	HT TTS	b0799,b0800	b0800	1	0	1	0	TU	PB_M9_definedEnd_250
CTU1529	835180	837611	+	PB_Rich_longestRead	ybiB_hcxB	ybiB,hcxB	HT TSS	long	b0799,b0800,b0801	b0800,b0801	1	0	1	0	TU	PB_Rich_longestRead_1125
CTU1530	835180	837634	+	PB_M9_longestRead	ybiB_hcxB	ybiB,hcxB	HT TSS	long	b0799,b0800,b0801	b0800,b0801	1	0	1	0	TU	PB_M9_longestRead_1299
CTU1531	835248	836210	+	RegulonDB	ybiB	ybiB,hcxB	gene	gene	b0800	b0800	0	1	0	0	TU	ECK120030191_NA_NA
CTU1532	836317	837468	+	PB_M9_definedEnd	hcxB	ybiB,hcxB	HT TSS	HT TTS	b0801	b0801	0	0	1	0	TU	PB_M9_definedEnd_251,PB_Rich_definedEnd_268
CTU1533	836317	838395	+	PB_Rich_longestRead	hcxB	ybiB,hcxB	HT TSS	long	b0801	b0801	0	0	1	0	TU	PB_Rich_longestRead_1126
CTU1534	836317	838899	+	PB_M9_longestRead	hcxB	ybiB,hcxB	HT TSS	long	b0801	b0801	0	0	1	0	TU	PB_M9_longestRead_1300
CTU1535	836351	837436	+	RegulonDB	hcxB	ybiB,hcxB	gene	gene	b0801	b0801	0	1	0	0	TU	ECK120026757_NA_NA
CTU1536	837435	841664	-	PB_M9_longestRead	fiu_ybiX_ybiI_ybiJ	fiu,ybiX,ybiI,ybiJ	HT TSS	long	b0805,b0804,b0803,b0802	b0802,b0803,b0804,b0805	1	0	1	0	TU	PB_M9_longestRead_166
CTU1537	837436	837975	-	PB_M9_longestRead	ybiJ	fiu,ybiX,ybiI,ybiJ	HT TSS	long	b0802	b0802	0	0	1	0	TU	PB_M9_longestRead_165
CTU1538	837503	837562	+	orphan	ybiE	ybiE	gene	gene	b4769	b4769	0	0	0	1	TU	orphan_33
CTU1539	837665	837925	-	RegulonDB	ybiJ	fiu,ybiX,ybiI,ybiJ	gene	gene	b0802	b0802	0	1	0	0	TU	ECK120026758_NA_NA
CTU1540	837877	841664	-	PB_Rich_longestRead	fiu_ybiX_ybiI	fiu,ybiX,ybiI,ybiJ	HT TSS	long	b0805,b0804,b0803,b0802	b0803,b0804,b0805	1	0	1	0	TU	PB_Rich_longestRead_146
CTU1541	838190	838484	-	RegulonDB	ybiI	fiu,ybiX,ybiI,ybiJ	TSS	gene	b0803	b0803	0	1	0	0	TU	ECK120026759_ECK125136638_NA
CTU1542	838530	839207	-	RegulonDB	ybiX	fiu,ybiX,ybiI,ybiJ	gene	gene	b0804	b0804	0	1	0	0	TU	ECK120026760_NA_NA
CTU1543	839218	841664	-	PB_M9_definedEnd	fiu	fiu,ybiX,ybiI,ybiJ	HT TSS	HT TTS	b0805	b0805	0	0	1	0	TU	PB_M9_definedEnd_37,PB_Rich_definedEnd_35
CTU1544	839249	841648	-	RegulonDB	fiu	fiu,ybiX,ybiI,ybiJ	TSS	gene	b0805	b0805	0	1	0	0	TU	ECK120010909_ECK120009934_NA
CTU1545	841796	842153	-	RegulonDB	mcbA	mcbA	TSS	gene	b0806	b0806	0	1	0	0	TU	ECK120026762_ECK125136640_NA
CTU1546	842254	843381	+	PB_M9_longestRead	rlmF	rlmF	HT TSS	long	b0807	b0807	0	0	1	0	TU	PB_M9_longestRead_1301
CTU1547	842313	843381	+	PB_Rich_longestRead	rlmF	rlmF	HT TSS	long	b0807	b0807	0	0	1	0	TU	PB_Rich_longestRead_1127
CTU1548	842313	843527	+	PB_M9_longestRead	rlmF	rlmF	HT TSS	long	b0807	b0807	0	0	1	0	TU	PB_M9_longestRead_1302
CTU1549	842332	843258	+	RegulonDB	rlmF	rlmF	gene	gene	b0807	b0807	0	1	0	0	TU	ECK120020512_NA_NA
CTU1550	843255	845480	-	RegulonDB	ybiO	ybiO	gene	gene	b0808	b0808	0	1	0	0	TU	ECK120026763_NA_NA
CTU1551	845741	846631	-	RegulonDB	glnQ	glnH,glnP,glnQ	TSS	gene	b0809	b0809	0	1	0	0	TU	ECK120015499_ECK120015498_NA
CTU1552	845741	848047	-	RegulonDB	glnH_glnP_glnQ	glnH,glnP,glnQ	TSS	gene	b0811,b0810,b0809	b0809,b0810,b0811	1	1	0	0	TU	ECK120009363_ECK120010230_NA
CTU1553	845741	848198	-	RegulonDB	glnH_glnP_glnQ	glnH,glnP,glnQ	TSS	gene	b0811,b0810,b0809	b0809,b0810,b0811	1	1	0	0	TU	ECK120009155_ECK120010307_NA
CTU1554	846770	848198	-	PB_M9_longestRead	glnH	glnH,glnP,glnQ	HT TSS	long	b0811,b0810	b0811	1	0	1	0	TU	PB_M9_longestRead_167
CTU1555	848339	848950	-	PB_Rich_longestRead	dps	dps	HT TSS	long	b0812	b0812	0	0	1	0	TU	PB_Rich_longestRead_147
CTU1556	848408	848950	-	RegulonDB	dps	dps	TSS	gene	b0812	b0812	0	1	0	0	TU	ECK120009367_ECK120010234_NA
CTU1557	848847	850130	-	PB_Rich_longestRead	rhtA	rhtA	HT TSS	long	b0813,b0812	b0813	1	0	1	0	TU	PB_Rich_longestRead_148
CTU1558	849165	850130	-	PB_M9_longestRead	rhtA	rhtA	HT TSS	long	b0813	b0813	0	0	1	0	TU	PB_M9_longestRead_168
CTU1559	849210	850097	-	RegulonDB	rhtA	rhtA	gene	gene	b0813	b0813	0	1	0	0	TU	ECK120026764_NA_NA
CTU1560	850209	851009	+	RegulonDB	yliM_ompX	yliM,ompX	TSS	TTS	b4736,b0814	b4736,b0814	0	1	0	0	TU	ECK120034934_ECK120034941_ECK120034957
CTU1561	850212	851011	+	PB_M9_definedEnd	ompX	yliM,ompX	HT TSS	HT TTS	b0814	b0814	0	0	1	0	TU	PB_M9_definedEnd_252,PB_Rich_definedEnd_269
CTU1562	850212	851015	+	PB_M9_longestRead	ompX	yliM,ompX	HT TSS	long	b0814	b0814	0	0	1	0	TU	PB_M9_longestRead_1303
CTU1563	850212	851486	+	PB_Rich_longestRead	ompX	yliM,ompX	HT TSS	long	b0814	b0814	0	0	1	0	TU	PB_Rich_longestRead_1128
CTU1564	850416	851011	+	PB_M9_definedEnd	ompX	yliM,ompX	HT TSS	HT TTS	b0814	b0814	0	0	1	0	TU	PB_M9_definedEnd_253,PB_Rich_definedEnd_270
CTU1565	850416	851386	+	PB_M9_longestRead	ompX	yliM,ompX	HT TSS	long	b0814	b0814	0	0	1	0	TU	PB_M9_longestRead_1304
CTU1566	850416	851600	+	PB_Rich_longestRead	ompX	yliM,ompX	HT TSS	long	b0814	b0814	0	0	1	0	TU	PB_Rich_longestRead_1129
CTU1567	850419	851009	+	RegulonDB	ompX	yliM,ompX	TSS	TTS	b0814	b0814	0	1	0	0	TU	ECK120021226_ECK120022342_ECK120034957
CTU1568	851014	852597	-	RegulonDB	opgE	opgE	gene	gene	b0815	b0815	0	1	0	0	TU	ECK120020513_NA_NA
CTU1569	852725	853064	-	RegulonDB	mntS_rybA	mntS,rybA	TSS	gene	b4705,b4416	b4416,b4705	1	1	0	0	TU	ECK125140764_ECK125140763_NA
CTU1570	853098	854765	+	RegulonDB	mntR_ybiR	mntR,ybiR	TSS	gene	b0817,b0818	b0817,b0818	0	1	0	0	TU	ECK120026765_ECK125135032_NA
CTU1571	853136	854473	+	PB_M9_longestRead	mntR	mntR,ybiR	HT TSS	long	b0817,b0818	b0817	1	0	1	0	TU	PB_M9_longestRead_1305
CTU1572	853136	855223	+	PB_Rich_longestRead	mntR_ybiR	mntR,ybiR	HT TSS	long	b0817,b0818	b0817,b0818	0	0	1	0	TU	PB_Rich_longestRead_1130
CTU1573	853859	855798	-	PB_M9_longestRead	ldtB	ldtB	HT TSS	long	b0819	b0819	0	0	1	0	TU	PB_M9_longestRead_169
CTU1574	854713	855798	-	PB_Rich_longestRead	ldtB	ldtB	HT TSS	long	b0819	b0819	0	0	1	0	TU	PB_Rich_longestRead_149
CTU1575	854775	855798	-	PB_M9_definedEnd	ldtB	ldtB	HT TSS	HT TTS	b0819	b0819	0	0	1	0	TU	PB_M9_definedEnd_38
CTU1576	854777	855798	-	PB_Rich_definedEnd	ldtB	ldtB	HT TSS	HT TTS	b0819	b0819	0	0	1	0	TU	PB_Rich_definedEnd_36
CTU1577	854824	855786	-	RegulonDB	ldtB	ldtB	TSS	gene	b0819	b0819	0	1	0	0	TU	ECK120016180_ECK120016183_NA
CTU1578	855933	857716	+	PB_Rich_definedEnd	ybiT	ybiT	HT TSS	HT TTS	b0820	b0820	0	0	1	0	TU	PB_Rich_definedEnd_271
CTU1579	855933	857919	+	PB_M9_longestRead	ybiT	ybiT	HT TSS	long	b0820	b0820	0	0	1	0	TU	PB_M9_longestRead_1306
CTU1580	855933	857955	+	PB_Rich_longestRead	ybiT	ybiT	HT TSS	long	b0820	b0820	0	0	1	0	TU	PB_Rich_longestRead_1131
CTU1581	855947	857555	+	RegulonDB	ybiT	ybiT	TSS	gene	b0820	b0820	0	1	0	0	TU	ECK120020449_ECK125135033_NA
CTU1582	857796	859061	-	RegulonDB	ybiU	ybiU	gene	gene	b0821	b0821	0	1	0	0	TU	ECK120026766_NA_NA
CTU1583	858067	860056	-	PB_M9_longestRead	ybiV	ybiV	HT TSS	long	b0822,b0821	b0822	1	0	1	0	TU	PB_M9_longestRead_170
CTU1584	859213	860028	-	RegulonDB	ybiV	ybiV	gene	gene	b0822	b0822	0	1	0	0	TU	ECK120026767_NA_NA
CTU1585	860174	863511	-	RegulonDB	ybiY_ybiW	ybiY,ybiW	gene	gene	b0824,b0823	b0823,b0824	1	1	0	0	TU	ECK120026768_NA_NA
CTU1586	863613	864503	+	PB_M9_longestRead	fsaA	fsaA	HT TSS	long	b0825	b0825	0	0	1	0	TU	PB_M9_longestRead_1307
CTU1587	863642	864304	+	RegulonDB	fsaA	fsaA	gene	gene	b0825	b0825	0	1	0	0	TU	ECK120021215_NA_NA
CTU1588	863908	866394	-	PB_Rich_longestRead	moeA_moeB	moeA,moeB	HT TSS	long	b0827,b0826	b0826,b0827	1	0	1	0	TU	PB_Rich_longestRead_150
CTU1589	864020	866394	-	PB_M9_longestRead	moeA_moeB	moeA,moeB	HT TSS	long	b0827,b0826	b0826,b0827	1	0	1	0	TU	PB_M9_longestRead_171
CTU1590	864282	866394	-	PB_M9_definedEnd	moeA_moeB	moeA,moeB	HT TSS	HT TTS	b0827,b0826	b0826,b0827	1	0	1	0	TU	PB_M9_definedEnd_39,PB_Rich_definedEnd_37
CTU1591	864380	866394	-	RegulonDB	moeA_moeB	moeA,moeB	TSS	gene	b0827,b0826	b0826,b0827	1	1	0	0	TU	ECK120009490_ECK120009998_NA
CTU1592	866497	870286	+	PB_M9_longestRead	iaaA_gsiA	iaaA,gsiA,gsiB,gsiC,gsiD	HT TSS	long	b0828,b0829,b0830	b0828,b0829	1	0	1	0	TU	PB_M9_longestRead_1308
CTU1593	866497	870483	+	PB_Rich_longestRead	iaaA_gsiA	iaaA,gsiA,gsiB,gsiC,gsiD	HT TSS	long	b0828,b0829,b0830	b0828,b0829	1	0	1	0	TU	PB_Rich_longestRead_1132
CTU1594	866536	870617	+	PB_M9_longestRead	iaaA_gsiA	iaaA,gsiA,gsiB,gsiC,gsiD	HT TSS	long	b0828,b0829,b0830	b0828,b0829	1	0	1	0	TU	PB_M9_longestRead_1309
CTU1595	866536	870762	+	PB_Rich_longestRead	iaaA_gsiA	iaaA,gsiA,gsiB,gsiC,gsiD	HT TSS	long	b0828,b0829,b0830	b0828,b0829	1	0	1	0	TU	PB_Rich_longestRead_1133
CTU1596	866537	872801	+	RegulonDB	iaaA_gsiA_gsiB_gsiC_gsiD	iaaA,gsiA,gsiB,gsiC,gsiD	TSS	gene	b0828,b0829,b0830,b0831,b0832	b0828,b0829,b0830,b0831,b0832	0	1	0	0	TU	ECK120026769_ECK120034431_NA
CTU1597	866573	869788	+	PB_Rich_longestRead	gsiA	iaaA,gsiA,gsiB,gsiC,gsiD	HT TSS	long	b0828,b0829,b0830	b0829	1	0	1	0	TU	PB_Rich_longestRead_1134
CTU1598	866575	868728	+	PB_M9_longestRead	NA	NA	HT TSS	long	b0828,b0829	NA	NA	0	1	0	TU	PB_M9_longestRead_1310
CTU1599	872979	876663	+	RegulonDB	pdeI_dgcI	pdeI,dgcI	gene	gene	b0833,b0834	b0833,b0834	0	1	0	0	TU	ECK120026770_NA_NA
CTU1600	876539	878068	-	PB_M9_longestRead	rimO	rimO	HT TSS	long	b0835	b0835	0	0	1	0	TU	PB_M9_longestRead_172
CTU1601	876671	878068	-	PB_Rich_longestRead	rimO	rimO	HT TSS	long	b0835	b0835	0	0	1	0	TU	PB_Rich_longestRead_151
CTU1602	876710	878070	-	RegulonDB	rimO	rimO	TSS	gene	b0835	b0835	0	1	0	0	TU	ECK120021061_ECK120034432_NA
CTU1603	878248	878631	+	RegulonDB	bssR	bssR	gene	gene	b0836	b0836	0	1	0	0	TU	ECK120026771_NA_NA
CTU1604	878742	879857	+	RegulonDB	yliI	yliI	gene	gene	b0837	b0837	0	1	0	0	TU	ECK120026772_NA_NA
CTU1605	879419	880518	-	PB_Rich_longestRead	gstB	gstB	HT TSS	long	b0838	b0838	0	0	1	0	TU	PB_Rich_longestRead_152
CTU1606	879445	880518	-	PB_M9_longestRead	gstB	gstB	HT TSS	long	b0838	b0838	0	0	1	0	TU	PB_M9_longestRead_173
CTU1607	879776	880518	-	PB_M9_definedEnd	gstB	gstB	HT TSS	HT TTS	b0838	b0838	0	0	1	0	TU	PB_M9_definedEnd_40
CTU1608	879854	880519	-	RegulonDB	gstB	gstB	TSS	gene	b0838	b0838	0	1	0	0	TU	ECK120021062_ECK120034433_NA
CTU1609	880617	882053	+	PB_M9_longestRead	dacC	dacC	HT TSS	long	b0839	b0839	0	0	1	0	TU	PB_M9_longestRead_1311
CTU1610	880617	882096	+	PB_Rich_longestRead	dacC	dacC	HT TSS	long	b0839	b0839	0	0	1	0	TU	PB_Rich_longestRead_1135
CTU1611	880653	881929	+	RegulonDB	dacC	dacC	TSS	gene	b0839	b0839	0	1	0	0	TU	ECK120021202_ECK120022294_NA
CTU1612	880670	882582	+	PB_M9_longestRead	dacC	dacC	HT TSS	long	b0839	b0839	0	0	1	0	TU	PB_M9_longestRead_1312
CTU1613	881817	883505	-	PB_Rich_longestRead	ybjG_deoR	ybjG,deoR	HT TSS	long	b0841,b0840	b0840,b0841	1	0	1	0	TU	PB_Rich_longestRead_153
CTU1614	881933	883505	-	PB_M9_longestRead	ybjG_deoR	ybjG,deoR	HT TSS	long	b0841,b0840	b0840,b0841	1	0	1	0	TU	PB_M9_longestRead_174
CTU1615	881976	882734	-	RegulonDB	deoR	ybjG,deoR	gene	gene	b0840	b0840	0	1	0	0	TU	ECK120026773_ECK120033649_NA
CTU1616	882792	883508	-	RegulonDB	ybjG	ybjG,deoR	TSS	gene	b0841	b0841	0	1	0	0	TU	ECK120015492_ECK120015405_NA
CTU1617	883569	884938	+	RegulonDB	mdfA	mdfA	TSS	TTS	b0842	b0842	0	1	0	0	TU	ECK120035090_ECK120035112_ECK120010817
CTU1618	883648	884993	+	PB_M9_longestRead	mdfA	mdfA	HT TSS	long	b0842	b0842	0	0	1	0	TU	PB_M9_longestRead_1313
CTU1619	883648	885181	+	PB_Rich_longestRead	mdfA	mdfA	HT TSS	long	b0842	b0842	0	0	1	0	TU	PB_Rich_longestRead_1136
CTU1620	883649	884938	+	RegulonDB	mdfA	mdfA	TSS	TTS	b0842	b0842	0	1	0	0	TU	ECK120009763_ECK120010718_ECK120010817
CTU1621	884946	885230	-	RegulonDB	ybjH	ybjH	gene	gene	b0843	b0843	0	1	0	0	TU	ECK120026774_NA_NA
CTU1622	884953	887361	-	PB_Rich_longestRead	ybjJ_ybjI	ybjJ,ybjI	HT TSS	long	b0845,b0844,b0843	b0844,b0845	1	0	1	0	TU	PB_Rich_longestRead_154
CTU1623	884974	887361	-	PB_M9_longestRead	ybjJ_ybjI	ybjJ,ybjI	HT TSS	long	b0845,b0844,b0843	b0844,b0845	1	0	1	0	TU	PB_M9_longestRead_175
CTU1624	885316	887339	-	RegulonDB	ybjJ_ybjI	ybjJ,ybjI	gene	gene	b0845,b0844	b0844,b0845	1	1	0	0	TU	ECK120026775_NA_NA
CTU1625	887423	887959	+	RegulonDB	rcdA	rcdA	gene	gene	b0846	b0846	0	1	0	0	TU	ECK120021097_NA_NA
