ctg_id	valid_bnumbers	rank	Zika_gene_id
CCTG519	b0495	1	723
CCTG520	b0497	1	725
CCTG520	b0498	2	726
CCTG520	b0499	3	4124
CCTG520	b0501	4	4125
CCTG521	b0502	1	4127
CCTG521	b0503	2	727
CCTG522	b4632	1	4126
CCTG523	b0502	1	4127
CCTG524	b0503	1	727
CCTG525	b0504	1	9
CCTG526	b0505	1	728
CCTG527	b0506	1	8
CCTG528	b0506	1	8
CCTG528	b0507	2	729
CCTG528	b0508	3	730
CCTG529	b0507	1	729
CCTG529	b0508	2	730
CCTG529	b0509	3	731
CCTG529	b0511	4	732
CCTG529	b0512	5	733
CCTG529	b0513	6	734
CCTG529	b0514	7	735
CCTG530	b0512	1	733
CCTG531	b0513	1	734
CCTG531	b0514	2	735
CCTG532	b0514	1	735
CCTG533	b0515	1	736
CCTG533	b0516	2	737
CCTG533	b0517	3	738
CCTG534	b0518	1	739
CCTG534	b4572	2	740
CCTG534	b0520	3	741
CCTG534	b0521	4	742
CCTG535	b0522	1	743
CCTG535	b0523	2	744
CCTG536	b0522	1	743
CCTG536	b0523	2	744
CCTG536	b0524	3	745
CCTG536	b0525	4	746
CCTG537	b0524	1	745
CCTG537	b0525	2	746
CCTG538	b0525	1	746
CCTG539	b0526	1	747
CCTG540	b0527	1	748
CCTG541	b0528	1	749
CCTG541	b0529	2	750
CCTG542	b0530	1	751
CCTG543	b0531	1	752
CCTG543	b0532	2	753
CCTG544	b0533	1	754
CCTG544	b0534	2	755
CCTG545	b0535	1	75
CCTG546	b0537	1	756
CCTG547	b0536	1	8820
CCTG548	b4633	1	4128
CCTG549	b0539	1	4129
CCTG550	b0542	1	4131
CCTG551	b0540	1	4267
CCTG551	b0541	2	4268
CCTG551	b0543	3	757
CCTG552	ECK120023909	1	8821
CCTG552	b0540	2	4267
CCTG552	b0541	3	4268
CCTG553	b0543	1	757
CCTG554	b4733	1	8244
CCTG555	b0544	1	758
CCTG556	b0545	1	759
CCTG556	b0546	2	224
CCTG557	b4588	1	760
CCTG558	b0547	1	761
CCTG558	b0548	2	762
CCTG558	b0549	3	763
CCTG558	b0550	4	764
CCTG558	b4509	5	765
CCTG559	ECK125122009	1	8822
CCTG560	b0553	1	4132
CCTG560	b0552	2	4269
CCTG561	b0551	1	766
CCTG562	b0553	1	4132
CCTG563	b0552	1	4269
CCTG564	b0554	1	767
CCTG564	b0555	2	768
CCTG564	b0556	3	769
CCTG565	b0557	1	771
CCTG566	b4510	1	770
CCTG567	b0558	1	772
CCTG568	b0559	1	773
CCTG569	b4589	1	774
CCTG570	b0560	1	775
CCTG571	b4634	1	4133
CCTG572	b0561	1	4134
CCTG573	b0562	1	4135
CCTG574	b0563	1	4136
CCTG575	b0564	1	12
CCTG576	b0565	1	776
CCTG577	b0565	1	776
CCTG577	b0566	2	67
CCTG578	b0567	1	777
CCTG578	b0568	2	778
CCTG579	b0567	1	777
CCTG580	b0568	1	778
CCTG581	b0568	1	778
CCTG581	b0569	2	779
CCTG582	b0569	1	779
CCTG583	b0570	1	780
CCTG583	b0571	2	48
CCTG584	b0572	1	781
CCTG584	b0573	2	782
CCTG585	b0572	1	781
CCTG585	b0573	2	782
CCTG585	b0574	3	783
CCTG585	b0575	4	784
CCTG586	b0576	1	785
CCTG587	b0577	1	786
CCTG588	b0577	1	786
CCTG588	b0578	2	787
CCTG589	b0578	1	787
CCTG589	b0579	2	788
CCTG590	b0578	1	787
CCTG591	b0579	1	788
CCTG592	b0580	1	789
CCTG593	b0581	1	4074
CCTG594	b4415	1	790
CCTG595	b4700	1	8823
CCTG596	b0582	1	4270
CCTG597	b0583	1	791
CCTG597	b0584	2	792
CCTG598	b0584	1	792
CCTG599	b0585	1	793
CCTG599	b4511	2	794
CCTG600	b0585	1	793
CCTG600	b4511	2	794
CCTG600	b0586	3	795
CCTG600	b0587	4	796
CCTG601	b0588	1	797
CCTG601	b0589	2	798
CCTG601	b0590	3	799
CCTG602	b0589	1	798
CCTG602	b0590	2	799
CCTG603	b0591	1	800
CCTG604	b0592	1	801
CCTG605	b0593	1	802
CCTG605	b0594	2	803
CCTG605	b0595	3	804
CCTG605	b0596	4	805
CCTG606	b0593	1	802
CCTG606	b0594	2	803
CCTG606	b0595	3	804
CCTG606	b0596	4	805
CCTG606	b0597	5	806
CCTG607	b0593	1	802
CCTG607	b0594	2	803
CCTG607	b0595	3	804
CCTG608	b0597	1	806
CCTG609	b0598	1	807
CCTG610	b0598	1	807
CCTG610	b4512	2	808
CCTG611	b4512	1	808
CCTG612	b0599	1	809
CCTG613	b0600	1	810
CCTG614	b0601	1	811
CCTG615	b0602	1	812
CCTG616	b0603	1	225
CCTG617	b0604	1	813
CCTG618	b0605	1	814
CCTG619	b0605	1	814
CCTG619	b0606	2	815
CCTG620	b0606	1	815
CCTG621	b0607	1	4075
CCTG622	b0608	1	816
CCTG623	b4734	1	8245
CCTG624	b0610	1	817
CCTG624	b0611	2	818
CCTG625	b0610	1	817
CCTG626	b0611	1	818
CCTG627	b0612	1	819
CCTG628	b0613	1	820
CCTG628	b0614	2	821
CCTG628	b0615	3	822
CCTG628	b0616	4	823
CCTG628	b0617	5	824
CCTG628	b0618	6	825
CCTG629	b0619	1	826
CCTG629	b0620	2	63
CCTG630	b0620	1	63
CCTG631	b0621	1	827
CCTG632	b0622	1	828
CCTG633	b0623	1	42
CCTG634	b0624	1	829
CCTG635	b4581	1	4137
CCTG636	b0627	1	830
CCTG637	b0628	1	831
CCTG638	b0629	1	226
CCTG639	b0630	1	832
CCTG639	b0631	2	833
CCTG639	b0632	3	834
CCTG640	b0630	1	832
CCTG641	b0630	1	832
CCTG641	b0631	2	833
CCTG642	b0631	1	833
CCTG642	b0632	2	834
CCTG642	b0633	3	835
CCTG643	b0631	1	833
CCTG644	b0632	1	834
CCTG645	b0633	1	835
CCTG645	b0634	2	836
CCTG645	b0635	3	837
CCTG645	b0636	4	838
CCTG645	b0637	5	839
CCTG646	b0634	1	836
CCTG646	b0635	2	837
CCTG646	b0636	3	838
CCTG646	b0637	4	839
CCTG647	b0635	1	837
CCTG647	b0636	2	838
CCTG647	b0637	3	839
CCTG648	b0636	1	838
CCTG648	b0637	2	839
CCTG649	b0636	1	838
CCTG649	b0637	2	839
CCTG649	b0638	3	840
CCTG649	b0639	4	841
CCTG650	b0638	1	840
CCTG650	b0639	2	841
CCTG650	b0640	3	842
CCTG650	b0641	4	843
CCTG650	b0642	5	844
CCTG651	b0639	1	841
CCTG652	b0640	1	842
CCTG652	b0641	2	843
CCTG652	b0642	3	844
CCTG653	b0641	1	843
CCTG653	b0642	2	844
CCTG654	b0641	1	843
CCTG655	b0643	1	845
CCTG656	b0644	1	846
CCTG657	b0645	1	847
CCTG657	b0646	2	848
CCTG658	b0647	1	849
CCTG659	b0648	1	850
CCTG659	b0649	2	851
CCTG660	b0650	1	852
CCTG660	b0651	2	853
CCTG661	b0650	1	852
CCTG662	b0651	1	853
CCTG663	b0652	1	854
CCTG663	b0653	2	855
CCTG663	b0654	3	856
CCTG663	b0655	4	857
CCTG664	b0652	1	854
CCTG664	b0653	2	855
CCTG664	b0654	3	856
CCTG664	b4763	4	8824
CCTG664	b0655	5	857
CCTG665	b0653	1	855
CCTG665	b0654	2	856
CCTG665	b0655	3	857
CCTG665	b0656	4	4271
CCTG666	b0654	1	856
CCTG666	b0655	2	857
CCTG666	b0656	3	4271
CCTG667	b0656	1	4271
CCTG668	b0657	1	858
CCTG668	b0658	2	859
CCTG669	b0657	1	858
CCTG669	b0658	2	859
CCTG669	b0659	3	860
CCTG669	b0660	4	861
CCTG670	b0658	1	859
CCTG671	b0658	1	859
CCTG671	b0659	2	860
CCTG671	b0660	3	861
CCTG672	b0658	1	859
CCTG672	b0659	2	860
CCTG672	b0660	3	861
CCTG672	b0661	4	862
CCTG673	b0659	1	860
CCTG673	b0660	2	861
CCTG673	b0661	3	862
CCTG674	b0659	1	860
CCTG674	b0660	2	861
CCTG675	b0661	1	862
CCTG676	b0662	1	4076
CCTG677	b0664	1	8825
CCTG677	b0665	2	8826
CCTG677	b0666	3	8827
CCTG677	b0668	4	8828
CCTG678	b0664	1	8825
CCTG678	b0665	2	8826
CCTG678	b0666	3	8827
CCTG678	b0668	4	8828
CCTG678	b0670	5	8829
CCTG678	b0672	6	8830
CCTG678	b0673	7	8831
CCTG679	b0668	1	8828
CCTG679	b0670	2	8829
CCTG679	b0672	3	8830
CCTG679	b0673	4	8831
CCTG679	b0674	5	863
CCTG680	b0670	1	8829
CCTG680	b0672	2	8830
CCTG680	b0673	3	8831
CCTG680	b0674	4	863
CCTG681	b0674	1	863
CCTG682	b0675	1	864
CCTG683	b0675	1	864
CCTG683	b0676	2	147
CCTG684	b0675	1	864
CCTG684	b0676	2	147
CCTG684	b0677	3	865
CCTG684	b0678	4	866
CCTG685	b0676	1	147
CCTG685	b0677	2	865
CCTG686	b0676	1	147
CCTG686	b0677	2	865
CCTG686	b0678	3	866
CCTG687	b0676	1	147
CCTG688	b0677	1	865
CCTG689	b0679	1	867
CCTG690	b0680	1	868
CCTG691	b0681	1	869
CCTG691	b0682	2	870
CCTG692	b0682	1	870
CCTG693	b0683	1	84
CCTG694	b0683	1	84
CCTG694	b4637	2	871
CCTG694	b0684	3	872
CCTG695	b0683	1	84
CCTG695	b4637	2	871
CCTG696	b0683	1	84
CCTG696	b4637	2	871
CCTG696	b0684	3	872
CCTG696	b0685	4	227
CCTG697	b0684	1	872
CCTG697	b0685	2	227
CCTG697	b0686	3	873
CCTG698	b0684	1	872
CCTG699	b0685	1	227
CCTG700	b0686	1	873
CCTG701	b0687	1	874
CCTG701	b0688	2	875
CCTG701	b0689	3	876
CCTG702	b0687	1	874
CCTG702	b0688	2	875
CCTG703	b0689	1	876
CCTG704	b0691	1	4304
CCTG705	b0692	1	877
CCTG705	b0693	2	878
CCTG705	b4803	3	8832
CCTG706	b4590	1	879
CCTG707	b0694	1	114
CCTG707	b0695	2	880
CCTG708	b0694	1	114
CCTG709	b0695	1	880
CCTG710	b0696	1	881
CCTG710	b0697	2	882
CCTG710	b0698	3	883
CCTG710	b4513	4	884
CCTG711	b0699	1	885
CCTG712	b0700	1	886
CCTG712	b0702	2	887
CCTG713	b0703	1	4139
CCTG713	b0704	2	888
CCTG714	b4514	1	4140
CCTG715	b0705	1	4141
CCTG716	b0706	1	889
CCTG717	b0707	1	890
CCTG717	b0708	2	891
CCTG718	b0708	1	891
CCTG719	b0709	1	892
CCTG720	b0710	1	893
CCTG720	b0711	2	894
CCTG720	b0712	3	895
CCTG720	b0713	4	896
CCTG720	b0714	5	897
CCTG721	b0710	1	893
CCTG721	b0711	2	894
CCTG721	b0712	3	895
CCTG721	b0713	4	896
CCTG722	b0714	1	897
CCTG723	b0715	1	898
CCTG724	b0716	1	899
CCTG724	b0717	2	900
CCTG724	b0718	3	901
CCTG725	b0719	1	902
CCTG726	b0720	1	903
CCTG727	b4768	1	8833
CCTG728	b4735	1	8246
CCTG729	b0721	1	904
CCTG729	b0722	2	905
CCTG729	b0723	3	906
CCTG729	b0724	4	907
CCTG730	b0721	1	904
CCTG730	b0722	2	905
CCTG730	b0723	3	906
CCTG730	b0724	4	907
CCTG730	b0726	5	908
CCTG730	b0727	6	909
CCTG730	b0728	7	910
CCTG730	b0729	8	911
CCTG730	b4764	9	8834
CCTG731	b0722	1	905
CCTG731	b0723	2	906
CCTG731	b0724	3	907
CCTG732	b0726	1	908
CCTG732	b0727	2	909
CCTG733	b0726	1	908
CCTG733	b0727	2	909
CCTG733	b0728	3	910
CCTG733	b0729	4	911
CCTG734	b0727	1	909
CCTG734	b0728	2	910
CCTG734	b0729	3	911
CCTG735	b0730	1	137
CCTG736	b0731	1	912
CCTG736	b0732	2	913
CCTG737	b0732	1	913
CCTG738	b0733	1	914
CCTG739	b0733	1	914
CCTG739	b0734	2	915
CCTG739	b4515	3	916
CCTG740	b0733	1	914
CCTG740	b0734	2	915
CCTG740	b4515	3	916
CCTG740	b0735	4	917
CCTG741	b0733	1	914
CCTG741	b0734	2	915
CCTG741	b4515	3	916
CCTG741	b0735	4	917
CCTG741	b0736	5	918
CCTG742	b0733	1	914
CCTG742	b0734	2	915
CCTG743	b4515	1	916
CCTG743	b0735	2	917
CCTG744	b0736	1	918
CCTG744	b0737	2	919
CCTG744	b0738	3	920
CCTG744	b0739	4	921
CCTG745	b0736	1	918
CCTG745	b0737	2	919
CCTG745	b0738	3	920
CCTG745	b0739	4	921
CCTG745	b0740	5	922
CCTG746	b0740	1	922
CCTG746	b0741	2	923
CCTG746	b0742	3	924
CCTG746	b0743	4	8835
CCTG746	b0744	5	8836
CCTG747	b0740	1	922
CCTG747	b0741	2	923
CCTG747	b0742	3	924
CCTG747	b0743	4	8835
CCTG747	b0744	5	8836
CCTG747	b0745	6	8837
CCTG747	b0746	7	8838
CCTG747	b0747	8	8839
CCTG747	b0748	9	8840
CCTG748	b0740	1	922
CCTG748	b0741	2	923
CCTG748	b0742	3	924
CCTG748	b0743	4	8835
CCTG748	b0744	5	8836
CCTG748	b0745	6	8837
CCTG748	b0746	7	8838
CCTG748	b0747	8	8839
CCTG749	b0740	1	922
CCTG749	b0741	2	923
CCTG749	b0742	3	924
CCTG749	b0743	4	8835
CCTG750	b0740	1	922
CCTG750	b0741	2	923
CCTG750	b0742	3	924
CCTG750	b0743	4	8835
CCTG750	b0744	5	8836
CCTG750	b0745	6	8837
CCTG750	b0746	7	8838
CCTG751	b0740	1	922
CCTG751	b0741	2	923
CCTG751	b0742	3	924
CCTG751	b0743	4	8835
CCTG751	b0744	5	8836
CCTG751	b0745	6	8837
CCTG751	b0746	7	8838
CCTG751	b0747	8	8839
CCTG751	b0748	9	8840
CCTG751	b0749	10	8841
CCTG752	b0740	1	922
CCTG752	b0741	2	923
CCTG752	b0742	3	924
CCTG753	b0741	1	923
CCTG753	b0742	2	924
CCTG753	b0743	3	8835
CCTG753	b0744	4	8836
CCTG753	b0745	5	8837
CCTG753	b0746	6	8838
CCTG753	b0747	7	8839
CCTG753	b0748	8	8840
CCTG753	b0749	9	8841
CCTG754	b0741	1	923
CCTG754	b0742	2	924
CCTG754	b0743	3	8835
CCTG754	b0744	4	8836
CCTG754	b0745	5	8837
CCTG754	b0746	6	8838
CCTG755	b0741	1	923
CCTG755	b0742	2	924
CCTG755	b0743	3	8835
CCTG755	b0744	4	8836
CCTG755	b0745	5	8837
CCTG755	b0746	6	8838
CCTG755	b0747	7	8839
CCTG755	b0748	8	8840
CCTG756	b0741	1	923
CCTG756	b0742	2	924
CCTG756	b0743	3	8835
CCTG756	b0744	4	8836
CCTG757	b0741	1	923
CCTG757	b0742	2	924
CCTG757	b0743	3	8835
CCTG757	b0744	4	8836
CCTG757	b0745	5	8837
CCTG757	b0746	6	8838
CCTG757	b0747	7	8839
CCTG758	b0743	1	8835
CCTG758	b0744	2	8836
CCTG758	b0745	3	8837
CCTG758	b0746	4	8838
CCTG758	b0747	5	8839
CCTG758	b0748	6	8840
CCTG758	b0749	7	8841
CCTG759	b0743	1	8835
CCTG759	b0744	2	8836
CCTG759	b0745	3	8837
CCTG760	b0746	1	8838
CCTG760	b0747	2	8839
CCTG761	b0748	1	8840
CCTG762	b0749	1	8841
CCTG763	b0750	1	925
CCTG763	b0751	2	926
CCTG764	b0751	1	926
CCTG765	b0752	1	927
CCTG766	b0753	1	928
CCTG767	b0754	1	929
CCTG768	b0755	1	930
CCTG769	b0755	1	930
CCTG769	b0756	2	931
CCTG770	b0756	1	931
CCTG770	b0757	2	932
CCTG770	b0758	3	933
CCTG770	b0759	4	934
CCTG771	b0757	1	932
CCTG771	b0758	2	933
CCTG771	b0759	3	934
CCTG772	b0757	1	932
CCTG773	b0758	1	933
CCTG773	b0759	2	934
CCTG774	b0759	1	934
CCTG775	b0760	1	935
CCTG776	b0760	1	935
CCTG776	b0761	2	139
CCTG777	b0761	1	139
CCTG778	b0762	1	936
CCTG779	b0763	1	937
CCTG779	b0764	2	938
CCTG779	b0765	3	939
CCTG780	b0763	1	937
CCTG781	b0764	1	938
CCTG781	b0765	2	939
CCTG782	b0766	1	940
CCTG783	b0767	1	941
CCTG784	b0768	1	228
CCTG785	b0769	1	942
CCTG786	b0770	1	943
CCTG787	b0771	1	944
CCTG788	b0772	1	945
CCTG789	b0772	1	945
CCTG789	b0773	2	946
CCTG789	b0774	3	947
CCTG790	b0773	1	946
CCTG790	b0774	2	947
CCTG791	b0773	1	946
CCTG792	b0774	1	947
CCTG793	b0775	1	948
CCTG793	b0776	2	949
CCTG793	b0777	3	950
CCTG793	b0778	4	951
CCTG794	b0779	1	952
CCTG795	b0780	1	953
CCTG796	b0781	1	954
CCTG796	b0782	2	955
CCTG796	b0783	3	956
CCTG796	b0784	4	957
CCTG796	b0785	5	958
CCTG797	b0782	1	955
CCTG797	b0783	2	956
CCTG797	b0784	3	957
CCTG797	b0785	4	958
CCTG798	b0786	1	959
CCTG799	b0787	1	960
CCTG800	b0788	1	961
CCTG800	b0789	2	962
CCTG800	b0790	3	963
CCTG801	b0791	1	964
CCTG802	b0792	1	965
CCTG802	b0793	2	966
CCTG802	b0794	3	967
CCTG802	b0795	4	968
CCTG802	b0796	5	229
CCTG803	b0794	1	967
CCTG803	b0795	2	968
CCTG803	b0796	3	229
CCTG804	b0797	1	969
CCTG805	b0798	1	970
CCTG806	b0799	1	971
CCTG807	b0800	1	972
CCTG808	b0800	1	972
CCTG808	b0801	2	973
CCTG809	b0801	1	973
CCTG810	b0802	1	974
CCTG810	b0803	2	230
CCTG810	b0804	3	975
CCTG810	b0805	4	976
CCTG811	b0802	1	974
CCTG812	b4769	1	8842
CCTG813	b0803	1	230
CCTG813	b0804	2	975
CCTG813	b0805	3	976
CCTG814	b0803	1	230
CCTG815	b0804	1	975
CCTG816	b0805	1	976
CCTG817	b0806	1	977
CCTG818	b0807	1	978
CCTG819	b0808	1	979
CCTG820	b0809	1	980
CCTG821	b0809	1	980
CCTG821	b0810	2	981
CCTG821	b0811	3	982
CCTG822	b0811	1	982
CCTG823	b0812	1	983
CCTG824	b0813	1	984
CCTG825	b4736	1	8247
CCTG825	b0814	2	985
CCTG826	b0814	1	985
CCTG827	b0815	1	986
CCTG828	b4416	1	8843
CCTG828	b4705	2	987
CCTG829	b0817	1	138
CCTG829	b0818	2	988
CCTG830	b0817	1	138
CCTG831	b0819	1	989
CCTG832	b0820	1	990
CCTG833	b0821	1	991
CCTG834	b0822	1	992
CCTG835	b0823	1	993
CCTG835	b0824	2	994
CCTG836	b0825	1	995
CCTG837	b0826	1	996
CCTG837	b0827	2	997
CCTG838	b0828	1	998
CCTG838	b0829	2	999
CCTG839	b0828	1	998
CCTG839	b0829	2	999
CCTG839	b0830	3	1000
CCTG839	b0831	4	1001
CCTG839	b0832	5	1002
CCTG840	b0829	1	999
CCTG841	b0833	1	1003
CCTG841	b0834	2	1004
CCTG842	b0835	1	1005
CCTG843	b0836	1	1006
CCTG844	b0837	1	1007
CCTG845	b0838	1	1008
CCTG846	b0839	1	1009
CCTG847	b0840	1	56
CCTG847	b0841	2	1010
CCTG848	b0840	1	56
CCTG849	b0841	1	1010
CCTG850	b0842	1	1011
CCTG851	b0843	1	1012
CCTG852	b0844	1	1013
CCTG852	b0845	2	1014
CCTG853	b0846	1	231
CCTG854	b4417	1	8844
CCTG854	b0847	2	1015
CCTG855	b4417	1	8844
CCTG856	b0847	1	1015
CCTG857	b0848	1	1016
CCTG858	b0849	1	1017
CCTG859	b0850	1	1018
CCTG859	b0851	2	1019
CCTG859	b0852	3	1020
CCTG859	b0853	4	1021
CCTG860	b0852	1	1020
CCTG860	b0853	2	1021
CCTG861	b0853	1	1021
CCTG861	b0854	2	1022
CCTG862	b0853	1	1021
CCTG863	b0854	1	1022
CCTG863	b0855	2	1023
CCTG863	b0856	3	1024
CCTG863	b0857	4	1025
CCTG864	b0854	1	1022
CCTG864	b0855	2	1023
CCTG864	b0856	3	1024
CCTG865	b0854	1	1022
CCTG865	b0855	2	1023
CCTG866	b0858	1	1026
CCTG866	b0859	2	1027
CCTG867	b0860	1	1028
CCTG868	b0861	1	1029
CCTG868	b0862	2	1030
CCTG868	b0863	3	1031
CCTG868	b0864	4	1032
CCTG869	b0865	1	1033
CCTG870	b0866	1	1034
CCTG870	b0867	2	1035
CCTG871	b0868	1	1036
CCTG872	b0868	1	1036
CCTG872	b0869	2	1037
CCTG872	b0870	3	1038
CCTG873	b0869	1	1037
CCTG873	b0870	2	1038
CCTG874	b0869	1	1037
CCTG874	b0870	2	1038
CCTG874	b0871	3	1039
CCTG875	b0871	1	1039
CCTG876	b0871	1	1039
CCTG876	b0872	2	1040
CCTG876	b0873	3	1041
CCTG877	b0872	1	1040
CCTG878	b0872	1	1040
CCTG878	b0873	2	1041
CCTG879	b0874	1	1042
CCTG880	b0875	1	1043
CCTG881	b0876	1	1044
CCTG882	b0877	1	1045
CCTG883	b0878	1	1046
CCTG883	b0879	2	1047
CCTG884	b0879	1	1047
CCTG885	b0880	1	41
CCTG886	b0881	1	1048
CCTG886	b0882	2	1049
CCTG887	b4770	1	8845
CCTG888	b0881	1	1048
CCTG889	b0882	1	1049
CCTG890	b0883	1	8846
CCTG891	b0883	1	8846
CCTG891	b0884	2	1050
CCTG892	b0884	1	1050
CCTG893	b0885	1	1051
CCTG894	b0886	1	1052
CCTG894	b0887	2	1053
CCTG895	b0888	1	1054
CCTG896	b0889	1	120
CCTG897	b0890	1	1055
CCTG898	b0891	1	1056
CCTG898	b0892	2	1057
CCTG899	b0893	1	1058
CCTG900	b0894	1	1059
CCTG900	b0895	2	1060
CCTG900	b0896	3	1061
CCTG901	b0894	1	1059
CCTG901	b0895	2	1060
CCTG902	b0896	1	1061
CCTG903	b0897	1	1062
CCTG904	b0898	1	1063
CCTG905	b0899	1	1064
CCTG906	b0900	1	232
CCTG907	b0901	1	1065
CCTG908	b0902	1	1066
CCTG909	b0903	1	1067
CCTG910	b0903	1	1067
CCTG910	b0904	2	1068
CCTG911	b0904	1	1068
CCTG912	b0904	1	1068
CCTG912	b0905	2	1069
CCTG913	b0905	1	1069
CCTG914	b0906	1	1070
CCTG915	b0907	1	1071
CCTG916	b0907	1	1071
CCTG916	b0908	2	1072
CCTG916	b0909	3	1073
CCTG917	b0907	1	1071
CCTG917	b0908	2	1072
CCTG918	b0909	1	1073
CCTG919	b0910	1	1074
CCTG920	b0910	1	1074
CCTG920	b0911	2	1075
CCTG920	b0912	3	110
CCTG921	b0910	1	1074
CCTG921	b0911	2	1075
CCTG922	b0911	1	1075
CCTG923	b0911	1	1075
CCTG923	b0912	2	110
CCTG924	b0912	1	110
CCTG925	b0913	1	1076
CCTG925	b0914	2	1077
CCTG925	b0915	3	1078
CCTG925	b0916	4	1079
CCTG926	b0914	1	1077
CCTG926	b0915	2	1078
CCTG927	b0914	1	1077
CCTG927	b0915	2	1078
CCTG927	b0916	3	1079
CCTG927	b0917	4	1080
CCTG928	b0917	1	1080
CCTG928	b0918	2	1081
CCTG929	b0917	1	1080
CCTG929	b0918	2	1081
CCTG929	b0919	3	1082
CCTG930	b0919	1	1082
CCTG931	b0920	1	1083
CCTG932	b0921	1	1084
CCTG932	b0922	2	1085
CCTG932	b0923	3	1086
CCTG932	b0924	4	1087
CCTG933	b0921	1	1084
CCTG933	b0922	2	1085
CCTG933	b0923	3	1086
CCTG934	b0922	1	1085
CCTG934	b0923	2	1086
CCTG935	b0925	1	1088
CCTG936	b0925	1	1088
CCTG936	b0926	2	1089
CCTG936	b0927	3	1090
CCTG937	b0926	1	1089
CCTG937	b0927	2	1090
CCTG938	b0927	1	1090
CCTG939	b0928	1	1091
CCTG940	b0928	1	1091
CCTG940	b0929	2	1092
CCTG941	b0929	1	1092
CCTG942	b0930	1	1093
CCTG943	b0931	1	1094
CCTG944	b0932	1	1095
CCTG945	b0933	1	1096
CCTG945	b0934	2	1097
CCTG945	b0935	3	1098
CCTG945	b0936	4	1099
CCTG945	b0937	5	1100
CCTG946	b0938	1	1101
CCTG947	b0939	1	1102
CCTG947	b0940	2	1103
CCTG947	b0941	3	1104
CCTG947	b0942	4	1105
CCTG947	b0943	5	1106
CCTG947	b0944	6	1107
CCTG948	b0945	1	1108
CCTG949	b0946	1	1109
CCTG950	b0947	1	1110
CCTG951	b0948	1	1111
CCTG952	b0948	1	1111
CCTG952	b0949	2	1112
CCTG953	b0950	1	1113
CCTG953	b0951	2	1114
CCTG953	b0952	3	1115
CCTG954	b0952	1	1115
CCTG955	b0954	1	1117
CCTG956	b0953	1	1116
CCTG957	b0954	1	1117
CCTG957	b0955	2	1118
CCTG958	b0955	1	1118
CCTG959	b0956	1	1119
CCTG960	b0957	1	1120
CCTG961	b0957	1	1120
CCTG961	b0958	2	1121
CCTG962	b0958	1	1121
CCTG963	b0959	1	1122
CCTG964	b0960	1	1123
CCTG964	b0961	2	1124
CCTG965	b0962	1	1125
CCTG966	b0963	1	1126
CCTG967	b0964	1	1127
CCTG968	b0965	1	4077
CCTG969	b0966	1	4078
CCTG969	b0967	2	1128
CCTG970	b0966	1	4078
CCTG971	b0967	1	1128
CCTG972	b0968	1	1129
CCTG973	b0969	1	1130
CCTG973	b0970	2	1131
CCTG974	b0969	1	1130
CCTG975	b0970	1	1131
CCTG976	b0971	1	8847
CCTG977	b0972	1	1132
CCTG977	b0973	2	1133
CCTG977	b0974	3	1134
CCTG977	b0975	4	1135
CCTG977	b0976	5	1136
CCTG977	b0977	6	1137
CCTG978	b0975	1	1135
CCTG978	b0976	2	1136
CCTG979	b0978	1	1138
CCTG979	b0979	2	1139
CCTG979	b4592	3	1140
CCTG979	b0980	4	1141
CCTG980	b0980	1	1141
CCTG981	b0981	1	1142
CCTG981	b0982	2	1143
CCTG981	b0983	3	1144
CCTG982	b0984	1	1145
CCTG982	b0985	2	1146
CCTG983	b0984	1	1145
CCTG983	b0985	2	1146
CCTG983	b0986	3	1147
CCTG984	b0987	1	1148
CCTG985	b4516	1	4272
CCTG985	ECK120023912	2	8848
CCTG985	b0988	3	4273
CCTG986	b0989	1	45
CCTG987	b0990	1	44
CCTG988	b4723	1	8208
CCTG989	b0991	1	1149
CCTG989	b4517	2	1150
CCTG990	b4517	1	1150
CCTG991	b0992	1	1151
CCTG992	b0993	1	1152
CCTG993	b0994	1	1153
CCTG994	b0995	1	205
CCTG995	b0996	1	1154
CCTG995	b0997	2	1155
CCTG995	b0998	3	1156
CCTG996	b0998	1	1156
CCTG997	b0999	1	1157
CCTG997	b1000	2	1158
CCTG998	b1001	1	1159
CCTG999	b1002	1	1160
CCTG1000	b1003	1	1161
CCTG1000	b1004	2	1162
CCTG1001	b4518	1	1163
CCTG1002	b1006	1	1164
CCTG1002	b1007	2	1165
CCTG1002	b1008	3	1166
CCTG1002	b1009	4	1167
CCTG1002	b1010	5	1168
CCTG1002	b1011	6	1169
CCTG1002	b1012	7	1170
CCTG1003	b1013	1	190
CCTG1004	b1014	1	172
CCTG1005	b4737	1	8248
CCTG1006	b1015	1	1171
CCTG1007	b4490	1	4142
CCTG1007	b1018	2	1172
CCTG1007	b1019	3	1173
CCTG1008	b4490	1	4142
CCTG1009	b1018	1	1172
CCTG1009	b1019	2	1173
CCTG1010	b1020	1	1174
CCTG1011	b1021	1	1175
CCTG1011	b1022	2	1176
CCTG1011	b1023	3	1177
CCTG1011	b1024	4	1178
CCTG1012	b1025	1	1179
CCTG1013	ECK120023910	1	8849
CCTG1013	b1026	2	4274
CCTG1013	b1027	3	4275
CCTG1014	b1028	1	4143
CCTG1014	b1029	2	1180
CCTG1015	b1032	1	8850
CCTG1016	b1033	1	1181
CCTG1016	b1034	2	1182
CCTG1016	b1035	3	1183
CCTG1017	b1033	1	1181
CCTG1017	b1034	2	1182
